FID	nb_genes	nb_species	origin	lost_sp	lost_taxa	expanded_tax
OG0048142	2	1	Ngen	0		
OG0048143	2	1	Ngen	0		
OG0048144	2	1	Ngen	0		
OG0048145	2	1	Ngen	0		
OG0048146	2	1	Ngen	0		
OG0048147	2	1	Ngen	0		
OG0048148	2	1	Ngen	0		
OG0048149	2	1	Ngen	0		
OG0048150	2	1	Ngen	0		
OG0048151	2	1	Ngen	0		
OG0048152	2	1	Ngen	0		
OG0048153	2	1	Ngen	0		
OG0048154	2	1	Ngen	0		
OG0048155	2	1	Ngen	0		
OG0048156	2	1	Ngen	0		
OG0048157	2	1	Ngen	0		
OG0048158	2	1	Ngen	0		
OG0048159	2	1	Ngen	0		
OG0048160	2	1	Ngen	0		
OG0048161	2	1	Ngen	0		
OG0048162	2	1	Ngen	0		
OG0048163	2	1	Ngen	0		
OG0048164	2	1	Ngen	0		
OG0048165	2	1	Ngen	0		
OG0048166	2	1	Ngen	0		
OG0048167	2	1	Ngen	0		
OG0048168	2	1	Ngen	0		
OG0048169	2	1	Ngen	0		
OG0048170	2	1	Ngen	0		
OG0048171	2	1	Ngen	0		
OG0048172	2	1	Ngen	0		
OG0048173	2	1	Ngen	0		
OG0048174	2	1	Ngen	0		
OG0048175	2	1	Ngen	0		
OG0048176	2	1	Ngen	0		
OG0048177	2	1	Ngen	0		
OG0048178	2	1	Ngen	0		
OG0048179	2	1	Ngen	0		
OG0048180	2	1	Ngen	0		
OG0048181	2	1	Ngen	0		
OG0048182	2	1	Ngen	0		
OG0048183	2	1	Ngen	0		
OG0048184	2	1	Ngen	0		
OG0048185	2	1	Ngen	0		
OG0048186	2	1	Ngen	0		
OG0048187	2	1	Ngen	0		
OG0048188	2	1	Ngen	0		
OG0048189	2	1	Ngen	0		
OG0048190	2	1	Ngen	0		
OG0048191	2	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048192	2	1	Ngen	0		
OG0048193	2	1	Ngen	0		
OG0048194	2	1	Ngen	0		
OG0048195	2	1	Ngen	0		
OG0048196	2	1	Ngen	0		
OG0048197	2	1	Ngen	0		
OG0048198	2	1	Ngen	0		
OG0048199	2	1	Ngen	0		
OG0048200	2	1	Ngen	0		
OG0048201	2	1	Ngen	0		
OG0048202	2	1	Ngen	0		
OG0048203	2	1	Ngen	0		
OG0048204	2	1	Ngen	0		
OG0048205	2	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048206	2	1	Ngen	0		
OG0048207	2	1	Ngen	0		
OG0048208	2	1	Ngen	0		
OG0048209	2	1	Ngen	0		
OG0048210	2	1	Ngen	0		
OG0048211	2	1	Ngen	0		
OG0048212	2	1	Ngen	0		
OG0048213	2	1	Ngen	0		
OG0048214	2	1	Ngen	0		
OG0048215	2	1	Ngen	0		
OG0048216	2	1	Ngen	0		
OG0048217	2	1	Ngen	0		
OG0048218	2	1	Ngen	0		
OG0048219	2	1	Ngen	0		
OG0048220	2	1	Ngen	0		
OG0048221	2	1	Ngen	0		
OG0048222	2	1	Ngen	0		
OG0048223	2	1	Ngen	0		
OG0048224	2	1	Ngen	0		
OG0048225	2	1	Ngen	0		
OG0048226	2	1	Ngen	0		
OG0048227	2	1	Ngen	0		
OG0048228	2	1	Ngen	0		
OG0048229	2	1	Ngen	0		
OG0048230	2	1	Ngen	0		
OG0048231	2	1	Ngen	0		
OG0048232	2	1	Ngen	0		
OG0048233	2	1	Ngen	0		
OG0048234	2	1	Ngen	0		
OG0048235	2	1	Ngen	0		
OG0048236	2	1	Ngen	0		
OG0048237	2	1	Ngen	0		
OG0048238	2	1	Ngen	0		
OG0048239	2	1	Ngen	0		
OG0048240	2	1	Ngen	0		
OG0048241	2	1	Ngen	0		
OG0048242	2	1	Ngen	0		
OG0048243	2	1	Ngen	0		
OG0048244	2	1	Ngen	0		
OG0048245	2	1	Ngen	0		
OG0048246	2	1	Ngen	0		
OG0048247	2	1	Ngen	0		
OG0048248	2	1	Ngen	0		
OG0048249	2	1	Ngen	0		
OG0048250	2	1	Ngen	0		
OG0048251	2	1	Ngen	0		
OG0048252	2	1	Ngen	0		
OG0048253	2	1	Ngen	0		
OG0048254	2	1	Ngen	0		
OG0048255	2	1	Ngen	0		
OG0048256	2	1	Ngen	0		
OG0048257	2	1	Ngen	0		
OG0048258	2	1	Ngen	0		
OG0048259	2	1	Ngen	0		
OG0048260	2	1	Ngen	0		
OG0048261	2	1	Ngen	0		
OG0048262	2	1	Ngen	0		
OG0048263	2	1	Ngen	0		
OG0048264	2	1	Ngen	0		
OG0048265	2	1	Ngen	0		
OG0048266	2	1	Ngen	0		
OG0048267	2	1	Ngen	0		
OG0048268	2	1	Ngen	0		
OG0048269	2	1	Ngen	0		
OG0048270	2	1	Ngen	0		
OG0048271	2	1	Ngen	0		
OG0048272	2	1	Ngen	0		
OG0048273	2	1	Ngen	0		
OG0048274	2	1	Ngen	0		
OG0048275	2	1	Ngen	0		
OG0048276	2	1	Ngen	0		
OG0048277	2	1	Ngen	0		
OG0048278	2	1	Ngen	0		
OG0048279	2	1	Ngen	0		
OG0048280	2	1	Ngen	0		
OG0048281	2	1	Ngen	0		
OG0048282	2	1	Ngen	0		
OG0048283	2	1	Ngen	0		
OG0048284	2	1	Ngen	0		
OG0048285	2	1	Ngen	0		
OG0048286	2	1	Ngen	0		
OG0048287	2	1	Ngen	0		
OG0048288	2	1	Ngen	0		
OG0048289	2	1	Ngen	0		
OG0048290	2	1	Ngen	0		
OG0048291	2	1	Ngen	0		
OG0048292	2	1	Ngen	0		
OG0048293	2	1	Ngen	0		
OG0048294	2	1	Ngen	0		
OG0048295	2	1	Ngen	0		
OG0048296	2	1	Ngen	0		
OG0048297	2	1	Ngen	0		
OG0048298	2	1	Ngen	0		
OG0048299	2	1	Ngen	0		
OG0048300	2	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Lluy,Pech,Rpac,Ofra,Sedentaria_cl1,Lophophorata	
OG0048301	2	1	Ngen	0		
OG0048302	2	1	Ngen	0		
OG0048303	2	1	Ngen	0		
OG0048304	2	1	Ngen	0		
OG0048305	2	1	Ngen	0		
OG0048306	2	1	Ngen	0		
OG0048307	2	1	Ngen	0		
OG0048308	2	1	Ngen	0		
OG0048309	2	2	Nephrozoa	24	Spur,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048310	2	1	Ngen	0		
OG0048311	2	1	Ngen	0		
OG0048312	2	1	Ngen	0		
OG0048313	2	1	Ngen	0		
OG0048314	2	1	Ngen	0		
OG0048315	2	1	Ngen	0		
OG0048316	2	1	Ngen	0		
OG0048317	2	1	Ngen	0		
OG0048318	2	1	Ngen	0		
OG0048319	2	1	Ngen	0		
OG0048320	2	1	Ngen	0		
OG0048321	2	1	Ngen	0		
OG0048322	2	1	Ngen	0		
OG0048323	2	1	Ngen	0		
OG0048324	2	1	Ngen	0		
OG0048325	2	1	Ngen	0		
OG0048326	2	1	Ngen	0		
OG0048327	2	1	Ngen	0		
OG0048328	2	1	Ngen	0		
OG0048329	2	1	Ngen	0		
OG0048330	2	1	Ngen	0		
OG0048331	2	1	Ngen	0		
OG0048332	2	1	Ngen	0		
OG0048333	2	1	Ngen	0		
OG0048334	2	1	Ngen	0		
OG0048335	2	1	Ngen	0		
OG0048336	2	1	Ngen	0		
OG0048337	2	1	Ngen	0		
OG0048338	2	1	Ngen	0		
OG0048339	2	1	Ngen	0		
OG0048340	2	1	Ngen	0		
OG0048341	2	1	Ngen	0		
OG0048342	2	1	Ngen	0		
OG0048343	2	1	Ngen	0		
OG0048344	2	1	Ngen	0		
OG0048345	2	1	Ngen	0		
OG0048346	2	1	Ngen	0		
OG0048347	2	2	Nephrozoa	24	Spur,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048348	2	1	Ngen	0		
OG0048349	2	1	Ngen	0		
OG0048350	2	1	Ngen	0		
OG0048351	2	1	Ngen	0		
OG0048352	2	1	Ngen	0		
OG0048353	2	1	Ngen	0		
OG0048354	2	1	Ngen	0		
OG0048355	2	1	Ngen	0		
OG0048356	2	1	Ngen	0		
OG0048357	2	1	Ngen	0		
OG0048358	2	1	Ngen	0		
OG0048359	2	1	Ngen	0		
OG0048360	2	1	Ngen	0		
OG0048361	2	1	Ngen	0		
OG0048362	2	1	Ngen	0		
OG0048363	2	1	Ngen	0		
OG0048364	2	1	Ngen	0		
OG0048365	2	1	Ngen	0		
OG0048366	2	1	Ngen	0		
OG0048367	2	1	Ngen	0		
OG0048368	2	1	Ngen	0		
OG0048369	2	1	Ngen	0		
OG0048370	2	1	Ngen	0		
OG0048371	2	1	Ngen	0		
OG0048372	2	1	Ngen	0		
OG0048373	2	1	Ngen	0		
OG0048374	2	1	Ngen	0		
OG0048375	2	1	Ngen	0		
OG0048376	2	1	Ngen	0		
OG0048377	2	1	Ngen	0		
OG0048378	2	1	Ngen	0		
OG0048379	2	1	Ngen	0		
OG0048380	2	1	Ngen	0		
OG0048381	2	1	Ngen	0		
OG0048382	2	1	Ngen	0		
OG0048383	2	1	Ngen	0		
OG0048384	2	1	Ngen	0		
OG0048385	2	1	Ngen	0		
OG0048386	2	1	Ngen	0		
OG0048387	2	1	Ngen	0		
OG0048388	2	1	Ngen	0		
OG0048389	2	1	Ngen	0		
OG0048390	2	1	Ngen	0		
OG0048391	2	1	Ngen	0		
OG0048392	2	1	Ngen	0		
OG0048393	2	1	Ngen	0		
OG0048394	2	1	Ngen	0		
OG0048395	2	1	Ngen	0		
OG0048396	2	1	Ngen	0		
OG0048397	2	1	Ngen	0		
OG0048398	2	1	Ngen	0		
OG0048399	2	1	Ngen	0		
OG0048400	2	1	Ngen	0		
OG0048401	2	1	Ngen	0		
OG0048402	2	1	Ngen	0		
OG0048403	2	1	Ngen	0		
OG0048404	2	1	Ngen	0		
OG0048405	2	1	Ngen	0		
OG0048406	2	1	Ngen	0		
OG0048407	2	1	Ngen	0		
OG0048408	2	1	Ngen	0		
OG0048409	2	1	Ngen	0		
OG0048410	2	1	Ngen	0		
OG0048411	2	1	Ngen	0		
OG0048412	2	1	Ngen	0		
OG0048413	2	1	Ngen	0		
OG0048414	2	1	Ngen	0		
OG0048415	2	1	Ngen	0		
OG0048416	2	1	Ngen	0		
OG0048417	2	1	Ngen	0		
OG0048418	2	1	Ngen	0		
OG0048419	2	1	Ngen	0		
OG0048420	2	1	Ngen	0		
OG0048421	2	1	Ngen	0		
OG0048422	2	1	Ngen	0		
OG0048423	2	1	Ngen	0		
OG0048424	2	1	Ngen	0		
OG0048425	2	1	Ngen	0		
OG0048426	2	1	Ngen	0		
OG0048427	2	1	Ngen	0		
OG0048428	2	1	Ngen	0		
OG0048429	2	1	Ngen	0		
OG0048430	2	1	Ngen	0		
OG0048431	2	1	Ngen	0		
OG0048432	2	1	Ngen	0		
OG0048433	2	2	Kryptotrochozoa	1	Lana	
OG0048434	2	1	Ngen	0		
OG0048435	2	1	Ngen	0		
OG0048436	2	1	Ngen	0		
OG0048437	2	1	Ngen	0		
OG0048438	2	1	Ngen	0		
OG0048439	2	1	Ngen	0		
OG0048440	2	1	Ngen	0		
OG0048441	2	1	Ngen	0		
OG0048442	2	1	Ngen	0		
OG0048443	2	1	Ngen	0		
OG0048444	2	1	Ngen	0		
OG0048445	2	1	Ngen	0		
OG0048446	2	1	Ngen	0		
OG0048447	2	1	Ngen	0		
OG0048448	2	1	Ngen	0		
OG0048449	2	1	Ngen	0		
OG0048450	2	1	Ngen	0		
OG0048451	2	1	Ngen	0		
OG0048452	2	1	Ngen	0		
OG0048453	2	1	Ngen	0		
OG0048454	2	1	Ngen	0		
OG0048455	2	1	Ngen	0		
OG0048456	2	1	Ngen	0		
OG0048457	2	1	Ngen	0		
OG0048458	2	1	Ngen	0		
OG0048459	2	1	Ngen	0		
OG0048460	2	1	Ngen	0		
OG0048461	2	1	Ngen	0		
OG0048462	2	2	Kryptotrochozoa	1	Lana	
OG0048463	2	1	Ngen	0		
OG0048464	2	1	Ngen	0		
OG0048465	2	1	Ngen	0		
OG0048466	2	1	Ngen	0		
OG0048467	2	1	Ngen	0		
OG0048468	2	1	Ngen	0		
OG0048469	2	1	Ngen	0		
OG0048470	2	1	Ngen	0		
OG0048471	2	1	Ngen	0		
OG0048472	2	1	Ngen	0		
OG0048473	2	1	Ngen	0		
OG0048474	2	1	Ngen	0		
OG0048475	2	1	Ngen	0		
OG0048476	2	1	Ngen	0		
OG0048477	2	1	Ngen	0		
OG0048478	2	1	Ngen	0		
OG0048479	2	1	Ngen	0		
OG0048480	2	1	Ngen	0		
OG0048481	2	1	Ngen	0		
OG0048482	2	1	Ngen	0		
OG0048483	2	1	Ngen	0		
OG0048484	2	1	Ngen	0		
OG0048485	2	1	Ngen	0		
OG0048486	2	1	Ngen	0		
OG0048487	2	1	Ngen	0		
OG0048488	2	1	Ngen	0		
OG0048489	2	1	Ngen	0		
OG0048490	2	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048491	2	2	Eumetazoa	26	Hmia,Deuterostomia,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048492	2	2	Lophotrochozoa_cl1	11	Annelida_cl1,Lophophorata	
OG0048493	2	1	Ngen	0		
OG0048494	2	1	Ngen	0		
OG0048495	2	1	Ngen	0		
OG0048496	2	1	Ngen	0		
OG0048497	2	1	Ngen	0		
OG0048498	2	1	Ngen	0		
OG0048499	2	1	Ngen	0		
OG0048500	2	1	Ngen	0		
OG0048501	2	1	Ngen	0		
OG0048502	2	1	Ngen	0		
OG0048503	2	1	Ngen	0		
OG0048504	2	1	Ngen	0		
OG0048505	2	1	Ngen	0		
OG0048506	2	1	Ngen	0		
OG0048507	2	1	Ngen	0		
OG0048508	2	1	Ngen	0		
OG0048509	2	1	Ngen	0		
OG0048510	2	1	Ngen	0		
OG0048511	2	1	Ngen	0		
OG0048512	2	1	Ngen	0		
OG0048513	2	1	Ngen	0		
OG0048514	2	1	Ngen	0		
OG0048515	2	1	Ngen	0		
OG0048516	2	1	Ngen	0		
OG0048517	2	1	Ngen	0		
OG0048518	2	1	Ngen	0		
OG0048519	2	1	Ngen	0		
OG0048520	2	1	Ngen	0		
OG0048521	2	1	Ngen	0		
OG0048522	2	1	Ngen	0		
OG0048523	2	1	Ngen	0		
OG0048524	2	1	Ngen	0		
OG0048525	2	1	Ngen	0		
OG0048526	2	1	Ngen	0		
OG0048527	2	1	Ngen	0		
OG0048528	2	1	Ngen	0		
OG0048529	2	1	Ngen	0		
OG0048530	2	1	Ngen	0		
OG0048531	2	1	Ngen	0		
OG0048532	2	1	Ngen	0		
OG0048533	2	1	Ngen	0		
OG0048534	2	1	Ngen	0		
OG0048535	2	1	Ngen	0		
OG0048536	2	1	Ngen	0		
OG0048537	2	1	Ngen	0		
OG0048538	2	1	Ngen	0		
OG0048539	2	2	Nephrozoa	24	Spur,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048540	2	1	Ngen	0		
OG0048541	2	1	Ngen	0		
OG0048542	2	1	Ngen	0		
OG0048543	2	1	Ngen	0		
OG0048544	2	1	Ngen	0		
OG0048545	2	1	Ngen	0		
OG0048546	2	1	Ngen	0		
OG0048547	2	1	Ngen	0		
OG0048548	2	1	Ngen	0		
OG0048549	2	1	Ngen	0		
OG0048550	2	1	Ngen	0		
OG0048551	2	1	Ngen	0		
OG0048552	2	1	Ngen	0		
OG0048553	2	1	Ngen	0		
OG0048554	2	1	Ngen	0		
OG0048555	2	1	Ngen	0		
OG0048556	2	1	Ngen	0		
OG0048557	2	1	Ngen	0		
OG0048558	2	1	Ngen	0		
OG0048559	2	1	Ngen	0		
OG0048560	2	1	Ngen	0		
OG0048561	2	1	Ngen	0		
OG0048562	2	1	Ngen	0		
OG0048563	2	1	Ngen	0		
OG0048564	2	1	Ngen	0		
OG0048565	2	1	Ngen	0		
OG0048566	2	1	Ngen	0		
OG0048567	2	1	Ngen	0		
OG0048568	2	1	Ngen	0		
OG0048569	2	1	Ngen	0		
OG0048570	2	1	Ngen	0		
OG0048571	2	1	Ngen	0		
OG0048572	2	1	Ngen	0		
OG0048573	2	1	Ngen	0		
OG0048574	2	1	Ngen	0		
OG0048575	2	1	Ngen	0		
OG0048576	2	1	Ngen	0		
OG0048577	2	2	Nephrozoa	24	Spur,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048578	2	1	Ngen	0		
OG0048579	2	1	Ngen	0		
OG0048580	2	1	Ngen	0		
OG0048581	2	1	Ngen	0		
OG0048582	2	1	Ngen	0		
OG0048583	2	1	Ngen	0		
OG0048584	2	1	Ngen	0		
OG0048585	2	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Lluy,Pech,Oalv,Ofra,Sedentaria_cl1,Lophophorata	
OG0048586	2	1	Ngen	0		
OG0048587	2	1	Ngen	0		
OG0048588	2	1	Ngen	0		
OG0048589	2	1	Ngen	0		
OG0048590	2	1	Ngen	0		
OG0048591	2	1	Ngen	0		
OG0048592	2	1	Ngen	0		
OG0048593	2	1	Ngen	0		
OG0048594	2	1	Ngen	0		
OG0048595	2	1	Ngen	0		
OG0048596	2	1	Ngen	0		
OG0048597	2	1	Ngen	0		
OG0048598	2	1	Ngen	0		
OG0048599	2	1	Ngen	0		
OG0048600	2	1	Ngen	0		
OG0048601	2	1	Ngen	0		
OG0048602	2	1	Ngen	0		
OG0048603	2	1	Ngen	0		
OG0048604	2	1	Ngen	0		
OG0048605	2	2	Lophotrochozoa_cl1	11	Ofus,Dgyr,Vestimentifera,Sedentaria_cl1,Lophophorata	
OG0048606	2	1	Ngen	0		
OG0048607	2	2	Kryptotrochozoa	1	Lana	
OG0048608	2	1	Ngen	0		
OG0048609	2	1	Ngen	0		
OG0048610	2	1	Ngen	0		
OG0048611	2	1	Ngen	0		
OG0048612	2	1	Ngen	0		
OG0048613	2	1	Ngen	0		
OG0048614	2	1	Ngen	0		
OG0048615	2	1	Ngen	0		
OG0048616	2	1	Ngen	0		
OG0048617	2	1	Ngen	0		
OG0048618	2	1	Ngen	0		
OG0048619	2	1	Ngen	0		
OG0048620	2	1	Ngen	0		
OG0048621	2	1	Ngen	0		
OG0048622	2	1	Ngen	0		
OG0048623	2	1	Ngen	0		
OG0048624	2	1	Ngen	0		
OG0048625	2	1	Ngen	0		
OG0048626	2	1	Ngen	0		
OG0048627	2	1	Ngen	0		
OG0048628	2	1	Ngen	0		
OG0048629	2	1	Ngen	0		
OG0048630	2	1	Ngen	0		
OG0048631	2	1	Ngen	0		
OG0048632	2	1	Ngen	0		
OG0048633	2	1	Ngen	0		
OG0048634	2	1	Ngen	0		
OG0048635	2	1	Ngen	0		
OG0048636	2	1	Ngen	0		
OG0048637	2	1	Ngen	0		
OG0048638	2	1	Ngen	0		
OG0048639	2	1	Ngen	0		
OG0048640	2	2	Nephrozoa	24	Spur,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048641	2	1	Ngen	0		
OG0048642	2	1	Ngen	0		
OG0048643	2	1	Ngen	0		
OG0048644	2	1	Ngen	0		
OG0048645	2	1	Ngen	0		
OG0048646	2	1	Ngen	0		
OG0048647	2	1	Ngen	0		
OG0048648	2	1	Ngen	0		
OG0048649	2	1	Ngen	0		
OG0048650	2	1	Ngen	0		
OG0048651	2	1	Ngen	0		
OG0048652	2	1	Ngen	0		
OG0048653	2	1	Ngen	0		
OG0048654	2	1	Ngen	0		
OG0048655	2	1	Ngen	0		
OG0048656	2	1	Ngen	0		
OG0048657	2	1	Ngen	0		
OG0048658	2	1	Ngen	0		
OG0048659	2	1	Ngen	0		
OG0048660	2	1	Ngen	0		
OG0048661	2	1	Ngen	0		
OG0048662	2	1	Ngen	0		
OG0048663	2	1	Ngen	0		
OG0048664	2	1	Ngen	0		
OG0048665	2	1	Ngen	0		
OG0048666	2	1	Ngen	0		
OG0048667	2	1	Ngen	0		
OG0048668	2	1	Ngen	0		
OG0048669	2	1	Ngen	0		
OG0048670	2	1	Ngen	0		
OG0048671	2	1	Ngen	0		
OG0048672	2	1	Ngen	0		
OG0048673	2	1	Ngen	0		
OG0048674	2	1	Ngen	0		
OG0048675	2	1	Ngen	0		
OG0048676	2	1	Ngen	0		
OG0048677	2	1	Ngen	0		
OG0048678	2	1	Ngen	0		
OG0048679	2	1	Ngen	0		
OG0048680	2	1	Ngen	0		
OG0048681	2	1	Ngen	0		
OG0048682	2	1	Ngen	0		
OG0048683	2	1	Ngen	0		
OG0048684	2	1	Ngen	0		
OG0048685	2	1	Ngen	0		
OG0048686	2	1	Ngen	0		
OG0048687	2	1	Ngen	0		
OG0048688	2	1	Ngen	0		
OG0048689	2	1	Ngen	0		
OG0048690	2	1	Ngen	0		
OG0048691	2	1	Ngen	0		
OG0048692	2	1	Ngen	0		
OG0048693	2	1	Ngen	0		
OG0048694	2	1	Ngen	0		
OG0048695	2	1	Ngen	0		
OG0048696	2	1	Ngen	0		
OG0048697	2	1	Ngen	0		
OG0048698	2	1	Ngen	0		
OG0048699	2	1	Ngen	0		
OG0048700	2	1	Ngen	0		
OG0048701	2	1	Ngen	0		
OG0048702	2	1	Ngen	0		
OG0048703	2	1	Ngen	0		
OG0048704	2	1	Ngen	0		
OG0048705	2	1	Ngen	0		
OG0048706	2	1	Ngen	0		
OG0048707	2	1	Ngen	0		
OG0048708	2	1	Ngen	0		
OG0048709	2	1	Ngen	0		
OG0048710	2	1	Ngen	0		
OG0048711	2	1	Ngen	0		
OG0048712	2	1	Ngen	0		
OG0048713	2	1	Ngen	0		
OG0048714	2	1	Ngen	0		
OG0048715	2	1	Ngen	0		
OG0048716	2	2	Kryptotrochozoa	1	Lana	
OG0048717	2	1	Ngen	0		
OG0048718	2	1	Ngen	0		
OG0048719	2	1	Ngen	0		
OG0048720	2	1	Ngen	0		
OG0048721	2	1	Ngen	0		
OG0048722	2	1	Ngen	0		
OG0048723	2	1	Ngen	0		
OG0048724	2	1	Ngen	0		
OG0048725	2	1	Ngen	0		
OG0048726	2	1	Ngen	0		
OG0048727	2	1	Ngen	0		
OG0048728	2	1	Ngen	0		
OG0048729	2	1	Ngen	0		
OG0048730	2	1	Ngen	0		
OG0048731	2	1	Ngen	0		
OG0048732	2	1	Ngen	0		
OG0048733	2	1	Ngen	0		
OG0048734	2	1	Ngen	0		
OG0048735	2	1	Ngen	0		
OG0048736	2	1	Ngen	0		
OG0048737	2	1	Ngen	0		
OG0048738	2	1	Ngen	0		
OG0048739	2	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048740	2	1	Ngen	0		
OG0048741	2	1	Ngen	0		
OG0048742	2	1	Ngen	0		
OG0048743	2	1	Ngen	0		
OG0048744	2	1	Ngen	0		
OG0048745	2	1	Ngen	0		
OG0048746	2	1	Ngen	0		
OG0048747	2	1	Ngen	0		
OG0048748	2	1	Ngen	0		
OG0048749	2	2	Kryptotrochozoa	1	Lana	
OG0048750	2	1	Ngen	0		
OG0048751	2	1	Ngen	0		
OG0048752	2	2	Lophotrochozoa_cl1	11	Annelida_cl1,Lophophorata	
OG0048753	2	1	Ngen	0		
OG0048754	2	1	Ngen	0		
OG0048755	2	1	Ngen	0		
OG0048756	2	1	Ngen	0		
OG0048757	2	1	Ngen	0		
OG0048758	2	1	Ngen	0		
OG0048759	2	1	Ngen	0		
OG0048760	2	1	Ngen	0		
OG0048761	2	1	Ngen	0		
OG0048762	2	1	Ngen	0		
OG0048763	2	1	Ngen	0		
OG0048764	2	1	Ngen	0		
OG0048765	2	1	Ngen	0		
OG0048766	2	1	Ngen	0		
OG0048767	2	1	Ngen	0		
OG0048768	2	1	Ngen	0		
OG0048769	2	1	Ngen	0		
OG0048770	2	1	Ngen	0		
OG0048771	2	1	Ngen	0		
OG0048772	2	1	Ngen	0		
OG0048773	2	1	Ngen	0		
OG0048774	2	1	Ngen	0		
OG0048775	2	1	Ngen	0		
OG0048776	2	1	Ngen	0		
OG0048777	2	1	Ngen	0		
OG0048778	2	1	Ngen	0		
OG0048779	2	1	Ngen	0		
OG0048780	2	1	Ngen	0		
OG0048781	2	1	Ngen	0		
OG0048782	2	1	Ngen	0		
OG0048783	2	1	Ngen	0		
OG0048784	2	1	Ngen	0		
OG0048785	2	1	Ngen	0		
OG0048786	2	1	Ngen	0		
OG0048787	2	1	Ngen	0		
OG0048788	2	1	Ngen	0		
OG0048789	2	1	Ngen	0		
OG0048790	2	1	Ngen	0		
OG0048791	2	1	Ngen	0		
OG0048792	2	1	Ngen	0		
OG0048793	2	1	Ngen	0		
OG0048794	2	1	Ngen	0		
OG0048795	2	1	Ngen	0		
OG0048796	2	1	Ngen	0		
OG0048797	2	1	Ngen	0		
OG0048798	2	1	Ngen	0		
OG0048799	2	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048800	2	1	Ngen	0		
OG0048801	2	1	Ngen	0		
OG0048802	2	1	Ngen	0		
OG0048803	2	1	Ngen	0		
OG0048804	2	1	Ngen	0		
OG0048805	2	1	Ngen	0		
OG0048806	2	1	Ngen	0		
OG0048807	2	1	Ngen	0		
OG0048808	2	1	Ngen	0		
OG0048809	2	1	Ngen	0		
OG0048810	2	1	Ngen	0		
OG0048811	2	1	Ngen	0		
OG0048812	2	1	Ngen	0		
OG0048813	2	1	Ngen	0		
OG0048814	2	1	Ngen	0		
OG0048815	2	1	Ngen	0		
OG0048816	2	1	Ngen	0		
OG0048817	2	1	Ngen	0		
OG0048818	2	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048819	2	1	Ngen	0		
OG0048820	2	1	Ngen	0		
OG0048821	2	1	Ngen	0		
OG0048822	2	1	Ngen	0		
OG0048823	2	1	Ngen	0		
OG0048824	2	1	Ngen	0		
OG0048825	2	1	Ngen	0		
OG0048826	2	1	Ngen	0		
OG0048827	2	1	Ngen	0		
OG0048828	2	1	Ngen	0		
OG0048829	2	1	Ngen	0		
OG0048830	2	2	Nephrozoa	24	Skow,Chordata,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048831	2	1	Ngen	0		
OG0048832	2	1	Ngen	0		
OG0048833	2	1	Ngen	0		
OG0048834	2	1	Ngen	0		
OG0048835	2	1	Ngen	0		
OG0048836	2	1	Ngen	0		
OG0048837	2	2	Lophotrochozoa_cl1	11	Annelida_cl1,Lophophorata	
OG0048838	2	1	Ngen	0		
OG0048839	2	1	Ngen	0		
OG0048840	2	1	Ngen	0		
OG0048841	2	1	Ngen	0		
OG0048842	2	1	Ngen	0		
OG0048843	2	1	Ngen	0		
OG0048844	2	1	Ngen	0		
OG0048845	2	1	Ngen	0		
OG0048846	2	1	Ngen	0		
OG0048847	2	2	Eumetazoa	26	Hmia,Deuterostomia,Arthropoda,Smed,Mollusca,Annelida,Lophophorata	
OG0048848	2	1	Ngen	0		
OG0048849	2	1	Ngen	0		
OG0048850	2	1	Ngen	0		
OG0048851	2	1	Ngen	0		
OG0048852	2	1	Ngen	0		
OG0048853	2	1	Ngen	0		
OG0048854	2	1	Ngen	0		
OG0048855	2	1	Ngen	0		
OG0048856	2	1	Ngen	0		
OG0048857	2	1	Ngen	0		
OG0048858	2	1	Ngen	0		
OG0048859	2	1	Ngen	0		
OG0048860	2	1	Ngen	0		
OG0048861	2	1	Ngen	0		
OG0048862	2	1	Ngen	0		
OG0048863	2	1	Ngen	0		
OG0048864	2	1	Ngen	0		
OG0048865	2	1	Ngen	0		
OG0048866	2	1	Ngen	0		
OG0048867	2	1	Ngen	0		
OG0048868	2	1	Ngen	0		
