#Host
OALVG00000000005.1	K10660
OALVG00000024958.1	K07967
OALVG00000024958.2	K07967
OALVG00000024961.1	K15109
OALVG00000024963.2	K23390
OALVG00000024973.1	K08375
OALVG00000024975.1	K08375
OALVG00000024984.1	K07422
OALVG00000024992.1	K14985
OALVG00000024993.1	K20051
OALVG00000024999.1	K24492
OALVG00000025007.1	K10104
OALVG00000025008.1	K04827
OALVG00000025013.1	K20995
OALVG00000025016.1	K17834
OALVG00000025019.2	K20644
OALVG00000025027.1	K23209
OALVG00000025028.1	K05855
OALVG00000025038.1	K05855
OALVG00000025045.1	K05855
OALVG00000025058.1	K01446
OALVG00000025073.1	K05313
OALVG00000025083.1	K17095
OALVG00000025086.1	K11423
OALVG00000025091.1	K06776
OALVG00000025094.1	K10443
OALVG00000025095.1	K10457
OALVG00000025096.1	K02186
OALVG00000025097.1	K02599
OALVG00000025100.1	K06238
OALVG00000025101.1	K06238
OALVG00000025107.1	K04977
OALVG00000025108.1	K23605
OALVG00000025108.2	K23605
OALVG00000025112.1	K10749
OALVG00000025113.1	K11997
OALVG00000025114.2	K03848
OALVG00000025117.2	K11427
OALVG00000025118.1	K09511
OALVG00000025119.1	K10258
OALVG00000025121.2	K10769
OALVG00000025124.1	K09525
OALVG00000025132.1	K07903
OALVG00000025135.1	K21873
OALVG00000025139.1	K12563
OALVG00000025173.2	K01411
OALVG00000025179.1	K14165
OALVG00000025181.1	K10443
OALVG00000025182.1	K20216
OALVG00000025187.1	K06776
OALVG00000025188.1	K06776
OALVG00000025190.1	K06776
OALVG00000025191.1	K06776
OALVG00000025192.1	K10798
OALVG00000025204.1	K01446
OALVG00000025206.2	K11291
OALVG00000025206.3	K11291
OALVG00000025206.4	K11291
OALVG00000025208.1	K03363
OALVG00000025209.1	K20053
OALVG00000025212.1	K06776
OALVG00000025213.1	K06776
OALVG00000025215.1	K11420
OALVG00000025216.1	K11420
OALVG00000025225.1	K06776
OALVG00000025228.1	K04598
OALVG00000025231.1	K10273
OALVG00000025235.1	K00727
OALVG00000025243.2	K08828
OALVG00000025250.1	K02357
OALVG00000025251.1	K01896
OALVG00000025252.1	K01896
OALVG00000025258.1	K14074
OALVG00000025267.1	K17095
OALVG00000025269.1	K04448
OALVG00000025274.1	K10273
OALVG00000025275.1	K06776
OALVG00000025278.1	K06760
OALVG00000025280.1	K06776
OALVG00000025281.1	K06776
OALVG00000025282.1	K05030
OALVG00000025308.1	K20865
OALVG00000025310.1	K15464
OALVG00000025326.1	K05030
OALVG00000025327.1	K05030
OALVG00000025334.1	K09228
OALVG00000025336.1	K07844
OALVG00000025337.1	K07844
OALVG00000025343.1	K11665
OALVG00000025350.1	K04284
OALVG00000025355.1	K09271
OALVG00000025356.1	K16358
OALVG00000025371.1	K15261
OALVG00000025372.1	K15261
OALVG00000025374.1	K15261
OALVG00000025379.1	K15261
OALVG00000025398.1	K15261
OALVG00000025412.1	K02599
OALVG00000025415.1	K00387
OALVG00000025416.1	K04459
OALVG00000025434.2	K24223
OALVG00000025434.3	K24223
OALVG00000025441.2	K24483
OALVG00000025448.1	K01510
OALVG00000025454.1	K03940
OALVG00000025460.1	K06111
OALVG00000025463.1	K12305
OALVG00000025464.2	K18695
OALVG00000025468.1	K06238
OALVG00000025468.2	K06238
OALVG00000025473.1	K23896
OALVG00000025475.1	K09214
OALVG00000025478.1	K05242
OALVG00000025487.1	K09455
OALVG00000025498.1	K16681
OALVG00000025499.1	K02599
OALVG00000025502.1	K09228
OALVG00000025506.1	K09250
OALVG00000025506.3	K09250
OALVG00000025508.1	K09228
OALVG00000025508.2	K09228
OALVG00000025509.1	K09228
OALVG00000025511.1	K10279
OALVG00000025521.1	K14353
OALVG00000025523.1	K01362
OALVG00000025524.1	K14353
OALVG00000025527.1	K13338
OALVG00000025535.1	K16669
OALVG00000025536.1	K05096
OALVG00000025540.1	K11844
OALVG00000025541.1	K02599
OALVG00000025547.1	K15682
OALVG00000025554.1	K18405
OALVG00000025561.2	K08794
OALVG00000025568.2	K17886
OALVG00000025569.1	K05099
OALVG00000025570.1	K05410
OALVG00000025571.1	K06820
OALVG00000025572.1	K06820
OALVG00000025573.1	K16506
OALVG00000025574.1	K16506
OALVG00000025576.1	K16681
OALVG00000025580.1	K05099
OALVG00000025581.1	K05099
OALVG00000025584.1	K19636
OALVG00000025585.1	K06820
OALVG00000025586.1	K05099
OALVG00000025588.1	K05099
OALVG00000025590.1	K05099
OALVG00000025591.1	K04828
OALVG00000025593.1	K05631
OALVG00000025595.1	K05631
OALVG00000025599.1	K07951
OALVG00000025607.1	K10104
OALVG00000025625.1	K09409
OALVG00000025631.1	K11793
OALVG00000025631.2	K11793
OALVG00000025631.4	K11793
OALVG00000025633.1	K11420
OALVG00000025636.1	K14317
OALVG00000025643.2	K11789
OALVG00000025643.3	K11789
OALVG00000025648.1	K05723
OALVG00000025649.1	K05723
OALVG00000025650.1	K05723
OALVG00000025652.1	K05723
OALVG00000025658.1	K05129
OALVG00000025676.1	K24469
OALVG00000025683.1	K14786
OALVG00000025684.1	K07210
OALVG00000025685.1	K07210
OALVG00000025712.1	K05727
OALVG00000025718.1	K06820
OALVG00000025725.1	K07819
OALVG00000025752.2	K17290
OALVG00000025753.1	K04863
OALVG00000025753.2	K04863
OALVG00000025764.1	K02599
OALVG00000025771.1	K13709
OALVG00000025771.2	K13709
OALVG00000025778.1	K05099
OALVG00000025787.1	K03163
OALVG00000025791.1	K19519
OALVG00000025792.2	K08134
OALVG00000025794.1	K19499
OALVG00000025799.1	K18626
OALVG00000025804.2	K06633
OALVG00000025814.2	K21772
OALVG00000025815.1	K11091
OALVG00000025822.1	K01908
OALVG00000025841.1	K08826
OALVG00000025845.1	K08104
OALVG00000025846.1	K08104
OALVG00000025858.1	K17253
OALVG00000025858.2	K17253
OALVG00000025858.3	K17253
OALVG00000025858.4	K17253
OALVG00000025858.5	K17253
OALVG00000025868.1	K20632
OALVG00000025871.2	K10643
OALVG00000025871.3	K10643
OALVG00000025871.4	K10643
OALVG00000025871.5	K10643
OALVG00000025871.6	K10643
OALVG00000025871.7	K10643
OALVG00000025871.8	K10643
OALVG00000025892.1	K20051
OALVG00000025897.1	K13963
OALVG00000025898.1	K13963
OALVG00000025899.1	K13963
OALVG00000025900.1	K13963
OALVG00000025901.1	K13963
OALVG00000025902.1	K21768
OALVG00000025903.1	K19821
OALVG00000025904.1	K11801
OALVG00000025905.1	K11801
OALVG00000025908.1	K19821
OALVG00000025909.1	K19821
OALVG00000025911.1	K19821
OALVG00000025925.1	K06460
OALVG00000025928.1	K15370
OALVG00000025932.1	K17580
OALVG00000025945.1	K08883
OALVG00000025949.1	K00972
OALVG00000025958.2	K11315
OALVG00000025961.1	K04987
OALVG00000025964.1	K04987
OALVG00000025965.1	K04987
OALVG00000025966.1	K04987
OALVG00000025969.2	K11421
OALVG00000026004.1	K04142
OALVG00000026005.1	K04142
OALVG00000026006.1	K04142
OALVG00000026007.1	K04142
OALVG00000026009.1	K04144
OALVG00000026011.1	K02183
OALVG00000026012.1	K14349
OALVG00000026014.1	K14349
OALVG00000026015.1	K13616
OALVG00000026018.2	K12947
OALVG00000026025.1	K10359
OALVG00000026025.2	K10359
OALVG00000026037.1	K04157
OALVG00000026043.1	K04157
OALVG00000026044.1	K09228
OALVG00000026045.1	K09228
OALVG00000026068.1	K10104
OALVG00000026069.1	K10104
OALVG00000026072.1	K02599
OALVG00000026074.1	K02599
OALVG00000026075.1	K02599
OALVG00000026077.1	K22815
OALVG00000026078.1	K04160
OALVG00000026087.2	K02954
OALVG00000026100.1	K16669
OALVG00000026102.1	K10104
OALVG00000026104.1	K10104
OALVG00000026107.1	K13023
OALVG00000026115.1	K02183
OALVG00000026125.1	K23560
OALVG00000026135.1	K08202
OALVG00000026144.1	K02186
OALVG00000026162.1	K16669
OALVG00000026163.1	K16669
OALVG00000026171.2	K19526
OALVG00000026179.1	K04153
OALVG00000026181.1	K19754
OALVG00000026181.3	K19754
OALVG00000026195.1	K21440
OALVG00000026200.1	K09275
OALVG00000026224.1	K11255
OALVG00000026234.1	K06560
OALVG00000026235.1	K02599
OALVG00000026238.1	K09228
OALVG00000026239.1	K04887
OALVG00000026242.1	K04887
OALVG00000026260.1	K04286
OALVG00000026263.1	K14071
OALVG00000026264.1	K04286
OALVG00000026266.1	K10457
OALVG00000026277.1	K05038
OALVG00000026284.1	K22666
OALVG00000026285.1	K03165
OALVG00000026286.1	K03165
OALVG00000026287.1	K03165
OALVG00000026307.1	K06238
OALVG00000026308.1	K19721
OALVG00000026315.1	K13133
OALVG00000026316.1	K04606
OALVG00000026320.1	K06530
OALVG00000026334.1	K05399
OALVG00000026337.1	K05399
OALVG00000026338.1	K05399
OALVG00000026340.1	K05399
OALVG00000026342.1	K05399
OALVG00000026344.1	K05399
OALVG00000026345.1	K05399
OALVG00000026347.1	K05399
OALVG00000026348.1	K05399
OALVG00000026352.1	K07293
OALVG00000026357.1	K07293
OALVG00000026359.2	K01711
OALVG00000026384.1	K16669
OALVG00000026386.1	K16669
OALVG00000026389.1	K16944
OALVG00000026392.2	K18730
OALVG00000026399.1	K20111
OALVG00000026400.1	K09640
OALVG00000026401.1	K08670
OALVG00000026402.1	K08670
OALVG00000026405.1	K08635
OALVG00000026411.1	K15280
OALVG00000026419.1	K23740
OALVG00000026436.1	K06252
OALVG00000026437.1	K06252
OALVG00000026438.1	K06560
OALVG00000026446.1	K01298
OALVG00000026451.1	K10049
OALVG00000026453.1	K00108
OALVG00000026457.2	K12589
OALVG00000026461.1	K08469
OALVG00000026463.1	K01298
OALVG00000026467.2	K16340
OALVG00000026478.1	K04194
OALVG00000026479.1	K04194
OALVG00000026487.1	K23624
OALVG00000026491.1	K23624
OALVG00000026494.1	K23624
OALVG00000026500.1	K02599
OALVG00000026507.1	K00106
OALVG00000026518.1	K01019
OALVG00000026521.1	K11644
OALVG00000026530.1	K08035
OALVG00000026531.1	K08035
OALVG00000026532.1	K08035
OALVG00000026542.1	K20349
OALVG00000026551.1	K08550
OALVG00000026553.1	K08554
OALVG00000026554.1	K08554
OALVG00000026567.1	K18408
OALVG00000026570.1	K11810
OALVG00000026571.1	K11810
OALVG00000026580.1	K17603
OALVG00000026583.1	K07819
OALVG00000026590.1	K08833
OALVG00000026594.1	K17286
OALVG00000026595.1	K23927
OALVG00000026600.1	K15123
OALVG00000026601.1	K15123
OALVG00000026604.2	K14693
OALVG00000026605.2	K07554
OALVG00000026606.1	K16894
OALVG00000026609.2	K05287
OALVG00000026611.1	K02599
OALVG00000026618.1	K17341
OALVG00000026620.1	K06238
OALVG00000026621.1	K23624
OALVG00000026622.1	K20705
OALVG00000026624.1	K06238
OALVG00000026624.2	K06238
OALVG00000026625.1	K23624
OALVG00000026626.1	K23624
OALVG00000026628.1	K23624
OALVG00000026629.1	K16669
OALVG00000026633.1	K02599
OALVG00000026647.1	K09032
OALVG00000026648.1	K09032
OALVG00000026652.1	K04286
OALVG00000026653.1	K04286
OALVG00000026679.1	K16777
OALVG00000026682.1	K24469
OALVG00000026683.1	K00106
OALVG00000026685.2	K22390
OALVG00000026689.1	K23624
OALVG00000026699.1	K14613
OALVG00000026702.1	K09342
OALVG00000026704.1	K09342
OALVG00000026731.1	K10271
OALVG00000026748.1	K01050
OALVG00000026766.2	K10572
OALVG00000026771.1	K10955
OALVG00000026772.1	K10955
OALVG00000026781.1	K15272
OALVG00000026781.2	K15272
OALVG00000026781.3	K15272
OALVG00000026797.1	K24469
OALVG00000026802.1	K24469
OALVG00000026804.1	K10300
OALVG00000026806.1	K24469
OALVG00000026807.1	K19720
OALVG00000026811.1	K10300
OALVG00000026812.1	K24469
OALVG00000026813.1	K24469
OALVG00000026814.1	K02599
OALVG00000026815.1	K01315
OALVG00000026832.1	K23927
OALVG00000026842.1	K24469
OALVG00000026843.1	K04409
OALVG00000026843.2	K04409
OALVG00000026852.1	K06051
OALVG00000026853.1	K10455
OALVG00000026855.1	K10457
OALVG00000026862.1	K08531
OALVG00000026889.1	K24469
OALVG00000026890.1	K19720
OALVG00000026891.1	K24469
OALVG00000026892.1	K24469
OALVG00000026894.1	K10300
OALVG00000026898.1	K24469
OALVG00000026899.1	K24469
OALVG00000026900.1	K24469
OALVG00000026902.1	K24469
OALVG00000026903.1	K24469
OALVG00000026904.1	K24469
OALVG00000026907.1	K19603
OALVG00000026911.1	K17341
OALVG00000026913.1	K21873
OALVG00000026914.2	K21873
OALVG00000026914.3	K21873
OALVG00000026914.4	K21873
OALVG00000026916.1	K04733
OALVG00000026917.1	K05038
OALVG00000026932.1	K00744
OALVG00000026935.1	K20683
OALVG00000026936.1	K13444
OALVG00000026937.1	K16855
OALVG00000026950.1	K22614
OALVG00000026965.1	K10104
OALVG00000026968.1	K21343
OALVG00000026969.2	K11348
OALVG00000026969.3	K11348
OALVG00000026971.1	K08624
OALVG00000026981.1	K10448
OALVG00000026983.1	K01558
OALVG00000026986.1	K01558
OALVG00000026989.1	K01315
OALVG00000026994.1	K09228
OALVG00000027002.1	K24469
OALVG00000027014.2	K02208
OALVG00000027016.1	K11461
OALVG00000027016.2	K11461
OALVG00000027017.1	K08187
OALVG00000027019.1	K08187
OALVG00000027020.1	K11997
OALVG00000027024.2	K04427
OALVG00000027030.1	K16060
OALVG00000027037.1	K16060
OALVG00000027038.1	K16060
OALVG00000027040.1	K16060
OALVG00000027041.1	K16060
OALVG00000027062.1	K20072
OALVG00000027066.1	K20072
OALVG00000027067.1	K20072
OALVG00000027068.1	K20072
OALVG00000027069.1	K19636
OALVG00000027070.2	K05702
OALVG00000027080.2	K15485
OALVG00000027086.1	K05694
OALVG00000027088.1	K05694
OALVG00000027090.1	K05694
OALVG00000027091.1	K05694
OALVG00000027092.1	K05694
OALVG00000027093.1	K05694
OALVG00000027115.1	K15280
OALVG00000027121.1	K04282
OALVG00000027128.1	K12857
OALVG00000027129.1	K12461
OALVG00000027130.1	K12461
OALVG00000027133.1	K15177
OALVG00000027134.1	K04282
OALVG00000027140.1	K01316
OALVG00000027151.1	K07755
OALVG00000027153.1	K20044
OALVG00000027158.1	K20044
OALVG00000027159.1	K20641
OALVG00000027159.2	K20641
OALVG00000027175.2	K21970
OALVG00000027177.1	K08190
OALVG00000027178.1	K06238
OALVG00000027180.1	K06238
OALVG00000027185.1	K06238
OALVG00000027189.1	K06238
OALVG00000027190.1	K06238
OALVG00000027196.1	K17353
OALVG00000027215.1	K10798
OALVG00000027222.1	K10798
OALVG00000027242.1	K01362
OALVG00000027243.1	K14317
OALVG00000027244.1	K24265
OALVG00000027246.1	K14317
OALVG00000027252.1	K04144
OALVG00000027253.1	K04144
OALVG00000027264.1	K24470
OALVG00000027265.1	K22017
OALVG00000027266.1	K24470
OALVG00000027272.1	K24473
OALVG00000027273.1	K02599
OALVG00000027313.1	K22017
OALVG00000027314.1	K24470
OALVG00000027316.1	K22017
OALVG00000027318.1	K13140
OALVG00000027323.1	K15309
OALVG00000027323.2	K15309
OALVG00000027323.3	K15309
OALVG00000027325.1	K24610
OALVG00000027329.1	K04305
OALVG00000027338.1	K06826
OALVG00000027349.1	K08190
OALVG00000027350.1	K04567
OALVG00000027365.1	K05313
OALVG00000027366.1	K05313
OALVG00000027366.2	K05313
OALVG00000027378.1	K21410
OALVG00000027379.1	K04194
OALVG00000027384.1	K04952
OALVG00000027389.1	K20412
OALVG00000027391.1	K20412
OALVG00000027392.1	K20412
OALVG00000027395.1	K01022
OALVG00000027396.1	K20412
OALVG00000027397.1	K20412
OALVG00000027398.1	K20412
OALVG00000027400.1	K20412
OALVG00000027401.1	K20412
OALVG00000027402.1	K20412
OALVG00000027404.1	K09037
OALVG00000027416.1	K14437
OALVG00000027416.2	K14437
OALVG00000027420.1	K04632
OALVG00000027421.1	K19721
OALVG00000027426.1	K10582
OALVG00000027428.1	K09228
OALVG00000027435.1	K09228
OALVG00000027440.1	K05619
OALVG00000027450.1	K10260
OALVG00000027451.1	K08547
OALVG00000027472.1	K07843
OALVG00000027473.1	K07843
OALVG00000027484.1	K10447
OALVG00000027486.1	K04217
OALVG00000027504.2	K14790
OALVG00000027514.1	K20409
OALVG00000027556.1	K05016
OALVG00000027561.2	K03011
OALVG00000027563.1	K01132
OALVG00000027568.1	K03006
OALVG00000027570.1	K23622
OALVG00000027574.1	K04226
OALVG00000027591.1	K04988
OALVG00000027595.1	K16468
OALVG00000027595.2	K16468
OALVG00000027596.1	K11801
OALVG00000027604.1	K23922
OALVG00000027607.2	K11376
OALVG00000027609.2	K20128
OALVG00000027614.1	K06054
OALVG00000027620.1	K06054
OALVG00000027633.1	K23628
OALVG00000027635.1	K05313
OALVG00000027644.1	K22870
OALVG00000027645.1	K22870
OALVG00000027647.1	K19289
OALVG00000027651.1	K06561
OALVG00000027652.1	K06561
OALVG00000027653.1	K06560
OALVG00000027654.1	K06560
OALVG00000027663.1	K09236
OALVG00000027666.2	K16812
OALVG00000027680.1	K09405
OALVG00000027708.1	K16676
OALVG00000027716.1	K04365
OALVG00000027726.1	K04284
OALVG00000027727.1	K10447
OALVG00000027727.2	K10447
OALVG00000027737.2	K03768
OALVG00000027738.1	K16458
OALVG00000027740.1	K00753
OALVG00000027765.2	K08568
OALVG00000027772.1	K05052
OALVG00000027774.1	K24298
OALVG00000027784.1	K09866
OALVG00000027788.1	K21754
OALVG00000027791.1	K08428
OALVG00000027796.1	K11810
OALVG00000027803.1	K07967
OALVG00000027807.1	K05401
OALVG00000027817.1	K01362
OALVG00000027818.1	K18405
OALVG00000027820.1	K12384
OALVG00000027829.1	K04606
OALVG00000027831.1	K04603
OALVG00000027832.1	K04606
OALVG00000027837.1	K09378
OALVG00000027841.1	K13297
OALVG00000027843.1	K06776
OALVG00000027856.1	K10429
OALVG00000027878.1	K10955
OALVG00000027913.1	K11801
OALVG00000027914.1	K08765
OALVG00000027915.1	K09275
OALVG00000027924.1	K05701
OALVG00000027933.1	K01365
OALVG00000027935.1	K01365
OALVG00000027937.1	K01365
OALVG00000027939.1	K01365
OALVG00000027940.1	K01365
OALVG00000027941.1	K01365
OALVG00000027952.1	K24610
OALVG00000027959.1	K04239
OALVG00000027960.1	K04194
OALVG00000027963.1	K03068
OALVG00000027964.1	K04194
OALVG00000027968.2	K17541
OALVG00000027977.1	K01365
OALVG00000027978.1	K01365
OALVG00000027984.1	K15616
OALVG00000027984.2	K15616
OALVG00000027996.2	K17259
OALVG00000028002.1	K18438
OALVG00000028002.2	K18438
OALVG00000028002.4	K18438
OALVG00000028004.1	K23901
OALVG00000028014.2	K09651
OALVG00000028015.2	K09651
OALVG00000028019.1	K06560
OALVG00000028022.2	K00726
OALVG00000028051.2	K14018
OALVG00000028054.1	K18595
OALVG00000028055.1	K18595
OALVG00000028056.2	K06639
OALVG00000028058.1	K20053
OALVG00000028061.1	K12475
OALVG00000028061.2	K12475
OALVG00000028068.1	K06240
OALVG00000028068.2	K06240
OALVG00000028073.1	K12191
OALVG00000028077.1	K12323
OALVG00000028080.1	K12325
OALVG00000028082.1	K12325
OALVG00000028086.1	K01392
OALVG00000028093.1	K21403
OALVG00000028094.1	K24469
OALVG00000028097.1	K06238
OALVG00000028098.1	K04592
OALVG00000028099.1	K04592
OALVG00000028105.2	K19949
OALVG00000028107.1	K19949
OALVG00000028108.1	K19949
OALVG00000028114.1	K16506
OALVG00000028116.1	K01769
OALVG00000028117.1	K05120
OALVG00000028120.1	K06776
OALVG00000028124.1	K19584
OALVG00000028143.1	K08515
OALVG00000028144.1	K11546
OALVG00000028146.1	K10409
OALVG00000028146.3	K10409
OALVG00000028146.4	K10409
OALVG00000028146.5	K10409
OALVG00000028158.1	K04280
OALVG00000028162.1	K12818
OALVG00000028173.1	K08202
OALVG00000028175.1	K00543
OALVG00000028186.1	K05313
OALVG00000028202.1	K24058
OALVG00000028203.1	K00698
OALVG00000028204.1	K00698
OALVG00000028205.1	K00698
OALVG00000028209.1	K08834
OALVG00000028211.1	K00698
OALVG00000028215.1	K16506
OALVG00000028216.1	K16506
OALVG00000028218.1	K16506
OALVG00000028219.1	K06841
OALVG00000028233.1	K10356
OALVG00000028236.1	K13297
OALVG00000028238.1	K20091
OALVG00000028252.1	K22614
OALVG00000028254.1	K18200
OALVG00000028256.1	K18200
OALVG00000028257.1	K05312
OALVG00000028260.1	K05312
OALVG00000028260.2	K05312
OALVG00000028261.1	K05312
OALVG00000028262.1	K05312
OALVG00000028266.1	K22666
OALVG00000028269.1	K23203
OALVG00000028272.2	K10904
OALVG00000028280.1	K10380
OALVG00000028288.1	K05312
OALVG00000028298.1	K10104
OALVG00000028299.1	K10104
OALVG00000028300.1	K13297
OALVG00000028302.1	K13297
OALVG00000028304.1	K06776
OALVG00000028307.1	K17293
OALVG00000028308.1	K07833
OALVG00000028308.2	K07832
OALVG00000028309.1	K06776
OALVG00000028310.1	K06776
OALVG00000028313.1	K05313
OALVG00000028315.1	K05313
OALVG00000028316.1	K05313
OALVG00000028317.1	K05313
OALVG00000028318.1	K05313
OALVG00000028319.1	K05313
OALVG00000028320.1	K06776
OALVG00000028322.1	K06776
OALVG00000028323.1	K06776
OALVG00000028325.1	K17353
OALVG00000028338.1	K14411
OALVG00000028347.1	K05312
OALVG00000028349.1	K01280
OALVG00000028351.1	K05312
OALVG00000028355.1	K13297
OALVG00000028356.1	K06776
OALVG00000028357.1	K13297
OALVG00000028364.1	K23377
OALVG00000028365.1	K23377
OALVG00000028367.1	K06240
OALVG00000028367.2	K06240
OALVG00000028376.1	K00857
OALVG00000028377.1	K00857
OALVG00000028382.1	K08366
OALVG00000028424.1	K10898
OALVG00000028426.1	K09228
OALVG00000028430.1	K02961
OALVG00000028431.1	K05619
OALVG00000028433.2	K01092
OALVG00000028436.2	K21436
OALVG00000028436.3	K21436
OALVG00000028442.1	K10955
OALVG00000028444.1	K20784
OALVG00000028450.1	K23847
OALVG00000028452.1	K18616
OALVG00000028457.1	K17632
OALVG00000028458.1	K00850
OALVG00000028463.1	K08131
OALVG00000028473.1	K17256
OALVG00000028485.1	K09398
OALVG00000028505.1	K18436
OALVG00000028507.2	K08267
OALVG00000028509.1	K20877
OALVG00000028510.1	K20877
OALVG00000028512.1	K10250
OALVG00000028516.1	K09866
OALVG00000028517.1	K02183
OALVG00000028523.1	K10205
OALVG00000028525.1	K10205
OALVG00000028535.1	K09228
OALVG00000028537.1	K09228
OALVG00000028539.1	K09228
OALVG00000028542.1	K04233
OALVG00000028545.1	K23847
OALVG00000028546.1	K23847
OALVG00000028550.1	K19490
OALVG00000028555.1	K06622
OALVG00000028558.2	K10382
OALVG00000028558.3	K10382
OALVG00000028558.4	K10382
OALVG00000028561.1	K14165
OALVG00000028563.1	K23847
OALVG00000028566.1	K01415
OALVG00000028568.1	K01415
OALVG00000028569.1	K01415
OALVG00000028569.2	K01415
OALVG00000028572.2	K15304
OALVG00000028576.1	K04194
OALVG00000028576.2	K04194
OALVG00000028580.1	K17086
OALVG00000028581.2	K01784
OALVG00000028592.1	K21436
OALVG00000028595.1	K00940
OALVG00000028601.1	K06051
OALVG00000028606.1	K02599
OALVG00000028606.2	K02599
OALVG00000028606.3	K02599
OALVG00000028607.1	K02599
OALVG00000028607.2	K02599
OALVG00000028612.1	K04144
OALVG00000028616.1	K09188
OALVG00000028620.1	K16060
OALVG00000028626.1	K00901
OALVG00000028629.1	K16546
OALVG00000028648.1	K12040
OALVG00000028657.1	K12040
OALVG00000028667.1	K04239
OALVG00000028668.1	K04239
OALVG00000028672.1	K08375
OALVG00000028673.1	K08375
OALVG00000028675.1	K14074
OALVG00000028683.1	K16507
OALVG00000028685.1	K16617
OALVG00000028690.1	K04239
OALVG00000028694.1	K04239
OALVG00000028698.1	K04988
OALVG00000028701.1	K19360
OALVG00000028708.1	K04854
OALVG00000028713.1	K05099
OALVG00000028716.1	K06238
OALVG00000028717.1	K05099
OALVG00000028722.1	K06238
OALVG00000028723.1	K06238
OALVG00000028724.1	K06238
OALVG00000028735.1	K17256
OALVG00000028743.1	K04695
OALVG00000028749.1	K16471
OALVG00000028755.1	K13352
OALVG00000028757.1	K13352
OALVG00000028762.1	K00022
OALVG00000028763.1	K09228
OALVG00000028765.1	K23915
OALVG00000028776.1	K08585
OALVG00000028777.1	K08585
OALVG00000028778.1	K08585
OALVG00000028782.1	K05694
OALVG00000028783.1	K05694
OALVG00000028808.1	K04412
OALVG00000028808.2	K04412
OALVG00000028808.3	K04412
OALVG00000028810.1	K23544
OALVG00000028810.3	K23544
OALVG00000028817.2	K17356
OALVG00000028819.1	K08997
OALVG00000028836.1	K23284
OALVG00000028848.2	K01874
OALVG00000028856.1	K09040
OALVG00000028865.1	K10456
OALVG00000028866.1	K06620
OALVG00000028867.1	K06620
OALVG00000028868.1	K06560
OALVG00000028874.2	K23113
OALVG00000028889.1	K06754
OALVG00000028893.1	K06252
OALVG00000028899.1	K10174
OALVG00000028901.1	K07874
OALVG00000028904.1	K17943
OALVG00000028904.3	K17943
OALVG00000028904.4	K17943
OALVG00000028905.1	K04644
OALVG00000028905.2	K04644
OALVG00000028905.3	K04644
OALVG00000028917.1	K11801
OALVG00000028926.1	K04134
OALVG00000028928.1	K05312
OALVG00000028929.2	K00286
OALVG00000028931.1	K09228
OALVG00000028932.1	K10638
OALVG00000028936.1	K22017
OALVG00000028938.1	K22017
OALVG00000028965.1	K20995
OALVG00000028980.1	K19761
OALVG00000028982.2	K12741
OALVG00000028982.3	K12741
OALVG00000028982.4	K12741
OALVG00000029003.1	K01315
OALVG00000029010.1	K09188
OALVG00000029012.1	K13297
OALVG00000029015.1	K22017
OALVG00000029017.1	K24470
OALVG00000029030.1	K22790
OALVG00000029034.1	K23209
OALVG00000029048.1	K22017
OALVG00000029071.2	K22804
OALVG00000029076.2	K16740
OALVG00000029085.1	K08104
OALVG00000029091.1	K01519
OALVG00000029092.1	K22866
OALVG00000029108.1	K06563
OALVG00000029109.1	K06563
OALVG00000029110.1	K06560
OALVG00000029111.1	K19599
OALVG00000029112.2	K14379
OALVG00000029113.1	K14379
OALVG00000029119.1	K19599
OALVG00000029123.1	K19599
OALVG00000029125.2	K06672
OALVG00000029126.1	K08764
OALVG00000029126.2	K08764
OALVG00000029128.1	K19599
OALVG00000029131.1	K19599
OALVG00000029135.1	K18808
OALVG00000029136.1	K16506
OALVG00000029140.1	K19599
OALVG00000029145.1	K10205
OALVG00000029148.1	K13963
OALVG00000029149.1	K23425
OALVG00000029151.1	K04377
OALVG00000029163.1	K09405
OALVG00000029171.1	K00725
OALVG00000029172.1	K00725
OALVG00000029189.1	K17582
OALVG00000029193.1	K11728
OALVG00000029200.1	K06563
OALVG00000029201.1	K10059
OALVG00000029202.1	K09405
OALVG00000029205.1	K10461
OALVG00000029207.1	K09542
OALVG00000029210.2	K15450
OALVG00000029212.1	K11649
OALVG00000029215.1	K04885
OALVG00000029238.1	K09414
OALVG00000029261.1	K05122
OALVG00000029264.1	K14572
OALVG00000029266.1	K10955
OALVG00000029269.1	K17843
OALVG00000029269.2	K17843
OALVG00000029273.1	K17845
OALVG00000029290.2	K21842
OALVG00000029295.1	K04543
OALVG00000029296.1	K04543
OALVG00000029297.1	K04543
OALVG00000029306.1	K02599
OALVG00000029321.1	K10392
OALVG00000029326.1	K24469
OALVG00000029328.1	K16681
OALVG00000029333.1	K12562
OALVG00000029338.2	K00757
OALVG00000029345.1	K24469
OALVG00000029345.2	K24469
OALVG00000029350.1	K04194
OALVG00000029353.1	K02091
OALVG00000029354.2	K16578
OALVG00000029357.1	K16755
OALVG00000029360.1	K04217
OALVG00000029378.1	K19534
OALVG00000029392.1	K16669
OALVG00000029393.1	K16506
OALVG00000029394.1	K10104
OALVG00000029396.1	K10104
OALVG00000029398.1	K02350
OALVG00000029411.1	K01022
OALVG00000029424.1	K10104
