#Host
OFRAG00000000002.1	K07834
contig_1036_np1212_3961	K00941
contig_1036_np1212_4070	K02492
contig_1036_np1212_4073	K21029
contig_1036_np1212_4089	K00639
contig_1036_np1212_1969	K03802
contig_1036_np1212_1462	K03802
contig_1036_np1212_3060	K03524
contig_1036_np1212_1748	K03574
contig_1036_np1212_1137	K02013
contig_1036_np1212_1528	K02013
contig_1036_np1212_2741	K02013
contig_1036_np1212_3563	K02013
contig_1036_np1212_3896	K02013
contig_1036_np1212_52	K01716
contig_1036_np1212_133	K00626
contig_1036_np1212_134	K00626
contig_1036_np1212_295	K00869
contig_1036_np1212_375	K17938
contig_1036_np1212_516	K01613
contig_1036_np1212_540	K00042
contig_1036_np1212_591	K01961
contig_1036_np1212_592	K02160
contig_1036_np1212_769	K15866
contig_1036_np1212_771	K00626,K00632,K02615,K07823
contig_1036_np1212_779	K07516
contig_1036_np1212_873	K00057
contig_1036_np1212_950	K10806
contig_1036_np1212_981	K00631
contig_1036_np1212_1064	K00645
contig_1036_np1212_1067	K09458
contig_1036_np1212_1085	K01968
contig_1036_np1212_1086	K13766
contig_1036_np1212_1087	K01969
contig_1036_np1212_1088	K00253
contig_1036_np1212_1117	K00209
contig_1036_np1212_1148	K01897
contig_1036_np1212_1181	K00248
contig_1036_np1212_1182	K01782,K07516
contig_1036_np1212_1183	K01782,K07516
contig_1036_np1212_1184	K00632
contig_1036_np1212_1186	K06076
contig_1036_np1212_1190	K01029
contig_1036_np1212_1191	K01027,K01028
contig_1036_np1212_1238	K08299
contig_1036_np1212_1240	K00020
contig_1036_np1212_1246	K01908
contig_1036_np1212_1371	K01963
contig_1036_np1212_1424	K00998
contig_1036_np1212_1635	K00655
contig_1036_np1212_1659	K00995,K08744
contig_1036_np1212_1724	K20035
contig_1036_np1212_1726	K00626
contig_1036_np1212_1818	K00997
contig_1036_np1212_1987	K08295
contig_1036_np1212_1988	K00249
contig_1036_np1212_1994	K00252
contig_1036_np1212_1995	K01432
contig_1036_np1212_2291	K17735
contig_1036_np1212_2534	K02170
contig_1036_np1212_2599	K00020
contig_1036_np1212_2635	K00655
contig_1036_np1212_2676	K01962
contig_1036_np1212_2681	K02372
contig_1036_np1212_2685	K00981
contig_1036_np1212_2686	K00806
contig_1036_np1212_2919	K01846,K19268
contig_1036_np1212_2940	K01095
contig_1036_np1212_2956	K00995
contig_1036_np1212_3159	K01715
contig_1036_np1212_3160	K00074
contig_1036_np1212_3521	K00227
contig_1036_np1212_3596	K00054
contig_1036_np1212_3895	K14205
contig_1036_np1212_3940	K01895
contig_1036_np1212_51	K00647
contig_1036_np1212_1065	K00059
contig_1036_np1212_1066	K02078
contig_1036_np1212_1083	K00666
contig_1036_np1212_1179	K13775
contig_1036_np1212_1193	K00019
contig_1036_np1212_1194	K00019
contig_1036_np1212_1919	K18335
contig_1036_np1212_2391	K22185,K22215
contig_1036_np1212_2750	K01897
contig_1036_np1212_2982	K18473
contig_1036_np1212_3587	K00059,K18335
contig_1036_np1212_3588	K00059,K18335
contig_1036_np1212_19	K04762
contig_1036_np1212_33	K09761
contig_1036_np1212_47	K01887
contig_1036_np1212_49	K02909
contig_1036_np1212_54	K02888
contig_1036_np1212_55	K02899
contig_1036_np1212_59	K02968
contig_1036_np1212_62	K01870
contig_1036_np1212_131	K00564
contig_1036_np1212_132	K06183
contig_1036_np1212_235	K02970
contig_1036_np1212_243	K02528
contig_1036_np1212_346	K02902
contig_1036_np1212_347	K02913
contig_1036_np1212_361	K01462
contig_1036_np1212_401	K03113
contig_1036_np1212_434	K01890
contig_1036_np1212_435	K01889
contig_1036_np1212_436	K02887
contig_1036_np1212_437	K02916
contig_1036_np1212_438	K02520
contig_1036_np1212_439	K01868
contig_1036_np1212_456	K15034
contig_1036_np1212_474	K02945
contig_1036_np1212_526	K01875
contig_1036_np1212_536	K01886
contig_1036_np1212_546	K06175
contig_1036_np1212_566	K01885
contig_1036_np1212_651	K06182
contig_1036_np1212_702	K02871
contig_1036_np1212_703	K02996
contig_1036_np1212_716	K03812
contig_1036_np1212_717	K12297
contig_1036_np1212_733	K01876
contig_1036_np1212_811	K06181
contig_1036_np1212_818	K15257
contig_1036_np1212_834	K00974
contig_1036_np1212_857	K06177
contig_1036_np1212_902	K06180
contig_1036_np1212_909	K03790
contig_1036_np1212_944	K11391
contig_1036_np1212_968	K01883
contig_1036_np1212_982	K02434
contig_1036_np1212_983	K02433
contig_1036_np1212_984	K02435
contig_1036_np1212_990	K08301
contig_1036_np1212_1000	K05808
contig_1036_np1212_1041	K15396
contig_1036_np1212_1043	K08300
contig_1036_np1212_1044	K06179
contig_1036_np1212_1063	K02911
contig_1036_np1212_1133	K01883
contig_1036_np1212_1188	K03817
contig_1036_np1212_1258	K00566
contig_1036_np1212_1366	K05541
contig_1036_np1212_1375	K06173
contig_1036_np1212_1408	K01867
contig_1036_np1212_1410	K02518
contig_1036_np1212_1412	K01881
contig_1036_np1212_1429	K07320
contig_1036_np1212_1437	K00557
contig_1036_np1212_1439	K01874
contig_1036_np1212_1555	K03790
contig_1036_np1212_1640	K06969
contig_1036_np1212_1812	K03218
contig_1036_np1212_1821	K03685
contig_1036_np1212_1904	K03438
contig_1036_np1212_1907	K02945
contig_1036_np1212_1910	K03684
contig_1036_np1212_1977	K02687
contig_1036_np1212_1979	K05540
contig_1036_np1212_2071	K12573
contig_1036_np1212_2075	K00773
contig_1036_np1212_2076	K07568
contig_1036_np1212_2176	K03216
contig_1036_np1212_2268	K01873
contig_1036_np1212_2283	K02939
contig_1036_np1212_2285	K02963
contig_1036_np1212_2286	K02990
contig_1036_np1212_2300	K00962
contig_1036_np1212_2301	K02956
contig_1036_np1212_2302	K03177
contig_1036_np1212_2303	K02834
contig_1036_np1212_2304	K02519
contig_1036_np1212_2312	K02427
contig_1036_np1212_2313	K07574
contig_1036_np1212_2317	K04567
contig_1036_np1212_2318	K02836
contig_1036_np1212_2354	K15984
contig_1036_np1212_2381	K07560
contig_1036_np1212_2405	K05539
contig_1036_np1212_2437	K03215
contig_1036_np1212_2438	K06177
contig_1036_np1212_2503	K03666
contig_1036_np1212_2504	K00791
contig_1036_np1212_2512	K06178
contig_1036_np1212_2543	K01894
contig_1036_np1212_2580	K01872
contig_1036_np1212_2654	K01866
contig_1036_np1212_2671	K06176
contig_1036_np1212_2687	K02838
contig_1036_np1212_2689	K02357
contig_1036_np1212_2690	K02967
contig_1036_np1212_2699	K06186
contig_1036_np1212_2747	K01869
contig_1036_np1212_2809	K02879
contig_1036_np1212_2811	K02986
contig_1036_np1212_2812	K02948
contig_1036_np1212_2813	K02952
contig_1036_np1212_2815	K02876
contig_1036_np1212_2816	K02907
contig_1036_np1212_2817	K02988
contig_1036_np1212_2818	K02881
contig_1036_np1212_2819	K02933
contig_1036_np1212_2820	K02994
contig_1036_np1212_2821	K02954
contig_1036_np1212_2822	K02931
contig_1036_np1212_2823	K02895
contig_1036_np1212_2824	K02874
contig_1036_np1212_2825	K02961
contig_1036_np1212_2826	K02904
contig_1036_np1212_2827	K02878
contig_1036_np1212_2828	K02982
contig_1036_np1212_2829	K02890
contig_1036_np1212_2830	K02965
contig_1036_np1212_2831	K02886
contig_1036_np1212_2832	K02892
contig_1036_np1212_2833	K02926
contig_1036_np1212_2834	K02906
contig_1036_np1212_2835	K02946
contig_1036_np1212_2868	K00783
contig_1036_np1212_2869	K09710
contig_1036_np1212_2888	K02884
contig_1036_np1212_2889	K00554
contig_1036_np1212_2890	K02860
contig_1036_np1212_2891	K02959
contig_1036_np1212_2992	K02837
contig_1036_np1212_2995	K02837
contig_1036_np1212_3000	K02837
contig_1036_np1212_3026	K04568
contig_1036_np1212_3027	K02356
contig_1036_np1212_3031	K06168
contig_1036_np1212_3033	K07042
contig_1036_np1212_3046	K02358
contig_1036_np1212_3047	K02355
contig_1036_np1212_3048	K02992
contig_1036_np1212_3049	K02950
contig_1036_np1212_3052	K02935
contig_1036_np1212_3053	K02864
contig_1036_np1212_3054	K02863
contig_1036_np1212_3055	K02867
contig_1036_np1212_3058	K02358
contig_1036_np1212_3104	K00989
contig_1036_np1212_3271	K01426
contig_1036_np1212_3325	K03439
contig_1036_np1212_3372	K07566
contig_1036_np1212_3376	K00604
contig_1036_np1212_3377	K03500
contig_1036_np1212_3382	K01878
contig_1036_np1212_3383	K01879
contig_1036_np1212_3406	K03501
contig_1036_np1212_3453	K06183
contig_1036_np1212_3474	K03650
contig_1036_np1212_3476	K03536
contig_1036_np1212_3477	K02914
contig_1036_np1212_3763	K02355
contig_1036_np1212_3828	K06177
contig_1036_np1212_3855	K06180
contig_1036_np1212_3925	K06970
contig_1036_np1212_3979	K02533,K15396
contig_1036_np1212_3982	K06941
contig_1036_np1212_3985	K01892
contig_1036_np1212_4064	K06942
contig_1036_np1212_4065	K01056
contig_1036_np1212_4066	K02897
contig_1036_np1212_4071	K02835
contig_1036_np1212_4072	K02493
contig_1036_np1212_4087	K06969
contig_1036_np1212_4125	K03817
contig_1036_np1212_796	K11927
contig_1036_np1212_248	K00966,K00992
contig_1036_np1212_23	K03628
contig_1036_np1212_30	K07735
contig_1036_np1212_84	K03566
contig_1036_np1212_85	K02521
contig_1036_np1212_138	K13771
contig_1036_np1212_232	K03086
contig_1036_np1212_258	K02624,K13641,K20539
contig_1036_np1212_262	K19337
contig_1036_np1212_280	K03576
contig_1036_np1212_353	K03566
contig_1036_np1212_424	K03719
contig_1036_np1212_433	K04764
contig_1036_np1212_441	K13652
contig_1036_np1212_475	K05788
contig_1036_np1212_504	K03566
contig_1036_np1212_518	K05596
contig_1036_np1212_628	K15735
contig_1036_np1212_647	K03566
contig_1036_np1212_745	K22476
contig_1036_np1212_759	K01420
contig_1036_np1212_789	K03088
contig_1036_np1212_855	K03088
contig_1036_np1212_870	K01356
contig_1036_np1212_887	K22042
contig_1036_np1212_955	K09017
contig_1036_np1212_979	K03704
contig_1036_np1212_1001	K03092
contig_1036_np1212_1032	K07669
contig_1036_np1212_1046	K13634
contig_1036_np1212_1092	K03088
contig_1036_np1212_1116	K02616
contig_1036_np1212_1129	K05800
contig_1036_np1212_1192	K17737
contig_1036_np1212_1199	K00375,K05825
contig_1036_np1212_1249	K03704
contig_1036_np1212_1266	K03704
contig_1036_np1212_1294	K05836
contig_1036_np1212_1318	K06145
contig_1036_np1212_1392	K02529
contig_1036_np1212_1398	K07058
contig_1036_np1212_1414	K13643
contig_1036_np1212_1450	K03704
contig_1036_np1212_1511	K03628
contig_1036_np1212_1516	K21498
contig_1036_np1212_1547	K07690
contig_1036_np1212_1601	K21498
contig_1036_np1212_1604	K21498
contig_1036_np1212_1624	K03566
contig_1036_np1212_1688	K21405
contig_1036_np1212_1731	K03566
contig_1036_np1212_1847	K21498
contig_1036_np1212_1862	K03088
contig_1036_np1212_1866	K21498
contig_1036_np1212_1905	K03925
contig_1036_np1212_1935	K22104
contig_1036_np1212_1953	K03566
contig_1036_np1212_1965	K03719
contig_1036_np1212_1980	K03557
contig_1036_np1212_2101	K11908,K11914
contig_1036_np1212_2116	K03497
contig_1036_np1212_2191	K05800
contig_1036_np1212_2223	K03704
contig_1036_np1212_2252	K21498
contig_1036_np1212_2305	K02600
contig_1036_np1212_2314	K03624
contig_1036_np1212_2366	K03088
contig_1036_np1212_2373	K07734
contig_1036_np1212_2374	K00375,K05825
contig_1036_np1212_2388	K13641
contig_1036_np1212_2407	K21825,K21826
contig_1036_np1212_2434	K03719
contig_1036_np1212_2468	K03707
contig_1036_np1212_2586	K03719
contig_1036_np1212_2604	K02167
contig_1036_np1212_2614	K21826
contig_1036_np1212_2665	K03087
contig_1036_np1212_2666	K03087
contig_1036_np1212_2698	K03711
contig_1036_np1212_2753	K03580
contig_1036_np1212_2758	K18831
contig_1036_np1212_2794	K11475
contig_1036_np1212_2804	K07726
contig_1036_np1212_2810	K03040
contig_1036_np1212_2841	K11474
contig_1036_np1212_2856	K04760
contig_1036_np1212_2942	K03625
contig_1036_np1212_2947	K07738
contig_1036_np1212_3023	K03789
contig_1036_np1212_3050	K03046
contig_1036_np1212_3051	K03043
contig_1036_np1212_3056	K02601
contig_1036_np1212_3059	K03525
contig_1036_np1212_3082	K10918,K18900
contig_1036_np1212_3116	K07733
contig_1036_np1212_3123	K03655
contig_1036_np1212_3142	K07726
contig_1036_np1212_3179	K03974
contig_1036_np1212_3191	K21498
contig_1036_np1212_3193	K11329
contig_1036_np1212_3239	K04751,K04752
contig_1036_np1212_3241	K07662
contig_1036_np1212_3255	K03704
contig_1036_np1212_3280	K07746
contig_1036_np1212_3303	K05800
contig_1036_np1212_3327	K03089
contig_1036_np1212_3346	K03719
contig_1036_np1212_3350	K09823
contig_1036_np1212_3361	K04761
contig_1036_np1212_3364	K13638
contig_1036_np1212_3408	K03497
contig_1036_np1212_3444	K10914
contig_1036_np1212_3462	K06145
contig_1036_np1212_3491	K03704
contig_1036_np1212_3511	K19337
contig_1036_np1212_3554	K21498
contig_1036_np1212_3589	K22041
contig_1036_np1212_3643	K02483,K07774
contig_1036_np1212_3674	K03829
contig_1036_np1212_3680	K21699
contig_1036_np1212_3703	K06959
contig_1036_np1212_3765	K03060
contig_1036_np1212_3772	K07740
contig_1036_np1212_3797	K09017
contig_1036_np1212_3803	K03720
contig_1036_np1212_3807	K13639
contig_1036_np1212_3814	K21498
contig_1036_np1212_3817	K13639
contig_1036_np1212_3833	K05799
contig_1036_np1212_3874	K03719
contig_1036_np1212_3910	K03566
contig_1036_np1212_3919	K03088
contig_1036_np1212_3929	K02405
contig_1036_np1212_3937	K10941
contig_1036_np1212_3965	K03707
contig_1036_np1212_3974	K03566
contig_1036_np1212_4099	K03719,K05800
contig_1036_np1212_4131	K07506,K13652
contig_1036_np1212_4155	K02444
contig_1036_np1212_871	K03722
contig_1036_np1212_3074	K10778
contig_1036_np1212_2245	K07126
contig_1036_np1212_3018	K12132
contig_1036_np1212_3019	K12132
contig_1036_np1212_1971	K03406,K07315
contig_1036_np1212_1816	K00951
contig_1036_np1212_2126	K03503
contig_1036_np1212_2962	K12266
contig_1036_np1212_3071	K02475,K07702
contig_1036_np1212_3176	K03973
contig_1036_np1212_3178	K03969
contig_1036_np1212_3766	K01139
contig_1036_np1212_16	K03656
contig_1036_np1212_17	K08312
contig_1036_np1212_29	K07447
contig_1036_np1212_48	K04066
contig_1036_np1212_186	K10906
contig_1036_np1212_233	K02316
contig_1036_np1212_284	K03683
contig_1036_np1212_298	K02336
contig_1036_np1212_299	K02336
contig_1036_np1212_379	K02342
contig_1036_np1212_380	K03469
contig_1036_np1212_388	K10563
contig_1036_np1212_416	K03547
contig_1036_np1212_417	K03546
contig_1036_np1212_468	K02469
contig_1036_np1212_469	K02469
contig_1036_np1212_478	K01141
contig_1036_np1212_552	K03530
contig_1036_np1212_562	K03578
contig_1036_np1212_579	K03723
contig_1036_np1212_583	K03426
contig_1036_np1212_711	K07460
contig_1036_np1212_721	K03583
contig_1036_np1212_722	K03582
contig_1036_np1212_723	K03581
contig_1036_np1212_755	K03654
contig_1036_np1212_777	K02612
contig_1036_np1212_816	K03702
contig_1036_np1212_826	K07443
contig_1036_np1212_827	K19789
contig_1036_np1212_836	K05592
contig_1036_np1212_865	K03168
contig_1036_np1212_872	K03732
contig_1036_np1212_931	K04763
contig_1036_np1212_932	K07483
contig_1036_np1212_1073	K03424
contig_1036_np1212_1096	K07484
contig_1036_np1212_1171	K07491
contig_1036_np1212_1172	K07491
contig_1036_np1212_1196	K03648
contig_1036_np1212_1267	K07497
contig_1036_np1212_1271	K01515,K03574
contig_1036_np1212_1301	K02342
contig_1036_np1212_1335	K01247
contig_1036_np1212_1380	K03546
contig_1036_np1212_1381	K03547
contig_1036_np1212_1505	K03551
contig_1036_np1212_1506	K03550
contig_1036_np1212_1550	K03169
contig_1036_np1212_1605	K03658
contig_1036_np1212_1660	K03703
contig_1036_np1212_1661	K03703
contig_1036_np1212_1668	K01142
contig_1036_np1212_1729	K02346
contig_1036_np1212_1776	K01563,K22318
contig_1036_np1212_1819	K03584
contig_1036_np1212_1840	K07473
contig_1036_np1212_1911	K06187
contig_1036_np1212_1913	K02343
contig_1036_np1212_1944	K03424
contig_1036_np1212_2078	K06919
contig_1036_np1212_2127	K03502
contig_1036_np1212_2141	K07461
contig_1036_np1212_2203	K01972
contig_1036_np1212_2218	K07478
contig_1036_np1212_2261	K02339
contig_1036_np1212_2281	K02314
contig_1036_np1212_2294	K03555
contig_1036_np1212_2431	K01159
contig_1036_np1212_2457	K03554
contig_1036_np1212_2505	K03572
contig_1036_np1212_2509	K13288
contig_1036_np1212_2524	K03601
contig_1036_np1212_2582	K03553
contig_1036_np1212_2677	K02337
contig_1036_np1212_2678	K03470
contig_1036_np1212_2749	K02340
contig_1036_np1212_2807	K03111
contig_1036_np1212_2808	K03701
contig_1036_np1212_2874	K02621
contig_1036_np1212_2875	K02622
contig_1036_np1212_2879	K01515
contig_1036_np1212_2881	K07462
contig_1036_np1212_2912	K03575
contig_1036_np1212_2925	K00567
contig_1036_np1212_2930	K03579
contig_1036_np1212_2936	K03602
contig_1036_np1212_2984	K03424
contig_1036_np1212_2985	K03424
contig_1036_np1212_2997	K03424
contig_1036_np1212_3045	K03631
contig_1036_np1212_3068	K08311
contig_1036_np1212_3103	K01142
contig_1036_np1212_3180	K10773
contig_1036_np1212_3307	K01246
contig_1036_np1212_3332	K08316
contig_1036_np1212_3333	K02342
contig_1036_np1212_3345	K01246
contig_1036_np1212_3360	K03655
contig_1036_np1212_3478	K02313
contig_1036_np1212_3479	K02338
contig_1036_np1212_3480	K03629
contig_1036_np1212_3481	K02470
contig_1036_np1212_3534	K03657
contig_1036_np1212_3535	K03657
contig_1036_np1212_3537	K02335
contig_1036_np1212_3694	K07484
contig_1036_np1212_4005	K07481
contig_1036_np1212_4135	K07004
contig_1036_np1212_3374	K04096
contig_1036_np1212_13	K06077
contig_1036_np1212_31	K03832
contig_1036_np1212_80	K13694,K13695
contig_1036_np1212_245	K03771
contig_1036_np1212_246	K04744
contig_1036_np1212_252	K19304
contig_1036_np1212_285	K21218
contig_1036_np1212_289	K12542
contig_1036_np1212_383	K08307
contig_1036_np1212_399	K03768
contig_1036_np1212_498	K03797
contig_1036_np1212_555	K03442
contig_1036_np1212_564	K04754
contig_1036_np1212_617	K11904
contig_1036_np1212_624	K16637
contig_1036_np1212_655	K01784
contig_1036_np1212_659	K03606,K21303
contig_1036_np1212_660	K00963
contig_1036_np1212_661	K00963
contig_1036_np1212_670	K05946
contig_1036_np1212_674	K05946
contig_1036_np1212_679	K00971,K16011
contig_1036_np1212_697	K20988
contig_1036_np1212_727	K22044
contig_1036_np1212_792	K04771
contig_1036_np1212_813	K03286
contig_1036_np1212_852	K01856,K19802
contig_1036_np1212_914	K22044
contig_1036_np1212_943	K00901
contig_1036_np1212_987	K03570
contig_1036_np1212_988	K03571
contig_1036_np1212_1006	K06041
contig_1036_np1212_1014	K00790
contig_1036_np1212_1015	K00790
contig_1036_np1212_1221	K08304
contig_1036_np1212_1499	K03640
contig_1036_np1212_1501	K03646
contig_1036_np1212_1521	K00075
contig_1036_np1212_1551	K07259
contig_1036_np1212_1584	K19802
contig_1036_np1212_1762	K16052
contig_1036_np1212_1765	K00979
contig_1036_np1212_1767	K00912
contig_1036_np1212_1774	K09808
contig_1036_np1212_1823	K03596
contig_1036_np1212_1892	K02535
contig_1036_np1212_1895	K01924
contig_1036_np1212_1896	K02563
contig_1036_np1212_1897	K03588
contig_1036_np1212_1898	K01925
contig_1036_np1212_1899	K01000
contig_1036_np1212_1900	K01929
contig_1036_np1212_1901	K01928
contig_1036_np1212_1902	K03587
contig_1036_np1212_1943	K08309
contig_1036_np1212_2052	K01684
contig_1036_np1212_2114	K08307
contig_1036_np1212_2163	K01627
contig_1036_np1212_2167	K03797
contig_1036_np1212_2219	K03634
contig_1036_np1212_2278	K03451
contig_1036_np1212_2297	K22044
contig_1036_np1212_2322	K01654,K15898
contig_1036_np1212_2325	K00983
contig_1036_np1212_2327	K15894,K17716
contig_1036_np1212_2358	K02558
contig_1036_np1212_2369	K03823
contig_1036_np1212_2443	K07287
contig_1036_np1212_2506	K01448
contig_1036_np1212_2520	K18691
contig_1036_np1212_2551	K02851,K13007
contig_1036_np1212_2553	K13002
contig_1036_np1212_2557	K01710
contig_1036_np1212_2571	K01711
contig_1036_np1212_2572	K00971,K16011
contig_1036_np1212_2573	K02474
contig_1036_np1212_2574	K02474
contig_1036_np1212_2613	K03814
contig_1036_np1212_2634	K05366
contig_1036_np1212_2641	K00067
contig_1036_np1212_2663	K05365
contig_1036_np1212_2679	K00748
contig_1036_np1212_2680	K00677
contig_1036_np1212_2682	K02536
contig_1036_np1212_2683	K07277
contig_1036_np1212_2684	K11749
contig_1036_np1212_2704	K04771,K04772
contig_1036_np1212_2863	K07258
contig_1036_np1212_2864	K03642
contig_1036_np1212_2865	K08305
contig_1036_np1212_2866	K05837
contig_1036_np1212_2867	K05515
contig_1036_np1212_2911	K07289
contig_1036_np1212_2981	K03286
contig_1036_np1212_2989	K02022,K11003,K12542
contig_1036_np1212_3035	K03820
contig_1036_np1212_3065	K13292
contig_1036_np1212_3085	K22044
contig_1036_np1212_3183	K05367
contig_1036_np1212_3218	K02527
contig_1036_np1212_3225	K02517
contig_1036_np1212_3227	K02841
contig_1036_np1212_3228	K02843
contig_1036_np1212_3237	K09806
contig_1036_np1212_3248	K00754
contig_1036_np1212_3380	K02517
contig_1036_np1212_3438	K07274
contig_1036_np1212_3458	K22025
contig_1036_np1212_3483	K17248
contig_1036_np1212_3487	K04042
contig_1036_np1212_3488	K00820
contig_1036_np1212_3569	K00681
contig_1036_np1212_3570	K00681
contig_1036_np1212_3592	K06077
contig_1036_np1212_3654	K01779
contig_1036_np1212_3745	K08679,K17947
contig_1036_np1212_3854	K05807
contig_1036_np1212_3903	K18983
contig_1036_np1212_3987	K17713
contig_1036_np1212_4068	K02494
contig_1036_np1212_2336	K02395
contig_1036_np1212_63	K03101
contig_1036_np1212_291	K12543
contig_1036_np1212_1432	K12340
contig_1036_np1212_977	K02557
contig_1036_np1212_978	K02556
contig_1036_np1212_1262	K02406
contig_1036_np1212_2103	K11892
contig_1036_np1212_2216	K04061
contig_1036_np1212_2329	K02422
contig_1036_np1212_2330	K02407
contig_1036_np1212_2331	K06603
contig_1036_np1212_2332	K02406
contig_1036_np1212_2334	K02397
contig_1036_np1212_2335	K02396
contig_1036_np1212_2337	K02394
contig_1036_np1212_2338	K02393
contig_1036_np1212_2339	K02392
contig_1036_np1212_2340	K02391
contig_1036_np1212_2341	K02390
contig_1036_np1212_2342	K02389
contig_1036_np1212_2343	K02388
contig_1036_np1212_2344	K02387
contig_1036_np1212_2349	K02398
contig_1036_np1212_2934	K02557
contig_1036_np1212_2935	K02556
contig_1036_np1212_3926	K02400
contig_1036_np1212_3927	K02404
contig_1036_np1212_3941	K02408
contig_1036_np1212_3942	K02409
contig_1036_np1212_3943	K02410
contig_1036_np1212_3946	K02413
contig_1036_np1212_3947	K02414
contig_1036_np1212_3948	K02415
contig_1036_np1212_3949	K02416
contig_1036_np1212_3950	K02417
contig_1036_np1212_3952	K02419
contig_1036_np1212_3953	K02420
contig_1036_np1212_3954	K02421
contig_1036_np1212_3955	K02401
contig_1036_np1212_2348	K02386
contig_1036_np1212_1745	K02654
contig_1036_np1212_539	K03408
contig_1036_np1212_574	K03408
contig_1036_np1212_576	K00575
contig_1036_np1212_577	K03411
contig_1036_np1212_578	K03412
contig_1036_np1212_847	K03406
contig_1036_np1212_1310	K03776
contig_1036_np1212_1348	K03406
contig_1036_np1212_1549	K03406
contig_1036_np1212_2026	K03406
contig_1036_np1212_2041	K03406
contig_1036_np1212_2136	K03406
contig_1036_np1212_2345	K00575
contig_1036_np1212_2932	K03406
contig_1036_np1212_3266	K00575
contig_1036_np1212_3368	K03776
contig_1036_np1212_3446	K03406
contig_1036_np1212_3623	K03406
contig_1036_np1212_3761	K03406
contig_1036_np1212_3866	K03406,K10937
contig_1036_np1212_3931	K03414
contig_1036_np1212_3932	K03407
contig_1036_np1212_3933	K03412
contig_1036_np1212_3935	K03408
contig_1036_np1212_3977	K03406
contig_1036_np1212_4080	K03406
contig_1036_np1212_4142	K03406,K03776
contig_1036_np1212_65	K02655
contig_1036_np1212_66	K08084
contig_1036_np1212_68	K02672
contig_1036_np1212_1072	K02676
contig_1036_np1212_1376	K08086
contig_1036_np1212_1742	K02650
contig_1036_np1212_1743	K02454,K02652
contig_1036_np1212_2630	K02665
contig_1036_np1212_2631	K02664
contig_1036_np1212_2632	K02663
contig_1036_np1212_2633	K02662
contig_1036_np1212_2778	K02650
contig_1036_np1212_3005	K12511
contig_1036_np1212_3037	K02670
contig_1036_np1212_3092	K12279
contig_1036_np1212_3095	K02454,K12276
contig_1036_np1212_3096	K12278
contig_1036_np1212_3100	K12285
contig_1036_np1212_3101	K12286
contig_1036_np1212_3701	K02669
contig_1036_np1212_3702	K02670
contig_1036_np1212_3719	K02453
contig_1036_np1212_3725	K02669
contig_1036_np1212_3726	K02454
contig_1036_np1212_3728	K02454,K02652
contig_1036_np1212_3944	K02411
contig_1036_np1212_3945	K02412
contig_1036_np1212_3983	K02656
contig_1036_np1212_4012	K08084
contig_1036_np1212_4014	K02672
contig_1036_np1212_14	K07391
contig_1036_np1212_20	K04083
contig_1036_np1212_22	K03671
contig_1036_np1212_44	K03667
contig_1036_np1212_45	K01419
contig_1036_np1212_64	K03774
contig_1036_np1212_91	K02258
contig_1036_np1212_95	K02259
contig_1036_np1212_96	K02257
contig_1036_np1212_237	K01409
contig_1036_np1212_249	K05801
contig_1036_np1212_283	K03386
contig_1036_np1212_315	K07304
contig_1036_np1212_355	K03668
contig_1036_np1212_455	K00799
contig_1036_np1212_530	K03768
contig_1036_np1212_551	K01338
contig_1036_np1212_553	K03770
contig_1036_np1212_605	K11907
contig_1036_np1212_649	K03564
contig_1036_np1212_673	K20948
contig_1036_np1212_707	K03599
contig_1036_np1212_830	K03544
contig_1036_np1212_862	K04046
contig_1036_np1212_863	K03769
contig_1036_np1212_957	K07402
contig_1036_np1212_1049	K11209
contig_1036_np1212_1108	K01801
contig_1036_np1212_1130	K03674
contig_1036_np1212_1209	K04079
contig_1036_np1212_1276	K04077
contig_1036_np1212_1277	K04078
contig_1036_np1212_1353	K08303
contig_1036_np1212_1384	K12685
contig_1036_np1212_1415	K09014
contig_1036_np1212_1416	K09013
contig_1036_np1212_1417	K09015
contig_1036_np1212_1427	K04080
contig_1036_np1212_1468	K03769
contig_1036_np1212_1472	K00799
contig_1036_np1212_1561	K00684
contig_1036_np1212_1562	K21420
contig_1036_np1212_1572	K00799
contig_1036_np1212_1575	K03768
contig_1036_np1212_1687	K04691,K04771,K04772
contig_1036_np1212_1842	K00799
contig_1036_np1212_1888	K00799
contig_1036_np1212_1945	K06191
contig_1036_np1212_2102	K11907
contig_1036_np1212_2173	K03676
contig_1036_np1212_2205	K02200
contig_1036_np1212_2208	K02198
contig_1036_np1212_2209	K02198
contig_1036_np1212_2210	K02197
contig_1036_np1212_2212	K02195
contig_1036_np1212_2213	K02194
contig_1036_np1212_2214	K02193
contig_1036_np1212_2221	K03694
contig_1036_np1212_2224	K07387
contig_1036_np1212_2229	K00799
contig_1036_np1212_2236	K00799
contig_1036_np1212_2253	K00799
contig_1036_np1212_2311	K03798
contig_1036_np1212_2356	K14742
contig_1036_np1212_2446	K04085
contig_1036_np1212_2500	K04087
contig_1036_np1212_2501	K04088
contig_1036_np1212_2525	K03773
contig_1036_np1212_2568	K00573
contig_1036_np1212_2587	K07397
contig_1036_np1212_2645	K03672
contig_1036_np1212_2656	K09001
contig_1036_np1212_2669	K00573
contig_1036_np1212_2692	K00990
