#Host
nbis-mrna-10864	K22182
nbis-mrna-9704	K23342
nbis-mrna-21594	K06618
nbis-mrna-21589	K17086
nbis-mrna-21584	K23927
nbis-mrna-21585	K06776
nbis-mrna-21581	K02516
nbis-mrna-21582	K11447
nbis-mrna-21579	K10356
nbis-mrna-14002	K10356
nbis-mrna-18538	K13780
nbis-mrna-12575	K10951
nbis-mrna-13107	K17341
nbis-mrna-13256	K07249
nbis-mrna-687	K01934
nbis-mrna-2771	K13963
nbis-mrna-12503	K23878
nbis-mrna-22187	K04739
nbis-mrna-22183	K06640
nbis-mrna-22181	K22614
nbis-mrna-22177	K08958
nbis-mrna-14135	K04355
nbis-mrna-13672	K06279
nbis-mrna-11667	K11416
nbis-mrna-19927	K00914
nbis-mrna-13292	K00315
nbis-mrna-13293	K00315
nbis-mrna-6835	K16573
nbis-mrna-16527	K00543
nbis-mrna-7022	K21125
nbis-mrna-16792	K10591
nbis-mrna-4062	K11447
nbis-mrna-4079	K04349
nbis-mrna-4076	K23837
nbis-mrna-7479	K13750
nbis-mrna-8966	K13577
nbis-mrna-20744	K17834
nbis-mrna-15057	K04826
nbis-mrna-15052	K00698
nbis-mrna-15048	K11416
nbis-mrna-4605	K19904
nbis-mrna-446	K06792
nbis-mrna-10649	K09332
nbis-mrna-9431	K20163
nbis-mrna-5754	K06236
nbis-mrna-5750	K11447
nbis-mrna-5990	K09228
nbis-mrna-5987	K24610
nbis-mrna-15614	K00698
nbis-mrna-2518	K00008
nbis-mrna-13649	K23096
nbis-mrna-13644	K15162
nbis-mrna-13640	K09228
nbis-mrna-13630	K12396
nbis-mrna-13629	K18592
nbis-mrna-22156	K03768
nbis-mrna-22157	K03768
nbis-mrna-6877	K10446
nbis-mrna-15628	K01446
nbis-mrna-19114	K01446
nbis-mrna-19119	K08202
nbis-mrna-19123	K11373
nbis-mrna-6439	K11590
nbis-mrna-21112	K02539
nbis-mrna-4332	K09260
nbis-mrna-4331	K16064
nbis-mrna-4330	K03940
nbis-mrna-3503	K08626
nbis-mrna-14575	K12396
nbis-mrna-14435	K12396
nbis-mrna-14436	K12396
nbis-mrna-14439	K08762
nbis-mrna-14446	K16628
nbis-mrna-14451	K17834
nbis-mrna-14452	K06776
nbis-mrna-14454	K02132
nbis-mrna-14457	K10457
nbis-mrna-10195	K06823
nbis-mrna-10196	K04398
nbis-mrna-16902	K03331
nbis-mrna-16903	K03331
nbis-mrna-16901	K03331
nbis-mrna-13989	K03331
nbis-mrna-1063	K03331
nbis-mrna-1065	K03331
nbis-mrna-10459	K22866
nbis-mrna-10454	K23435
nbis-mrna-10453	K22653
nbis-mrna-10448	K21358
nbis-mrna-1298	K08069
nbis-mrna-4860	K08069
nbis-mrna-20569	K11125
nbis-mrna-20576	K14960
nbis-mrna-3106	K12600
nbis-mrna-3099	K05312
nbis-mrna-3098	K05312
nbis-mrna-3097	K04967
nbis-mrna-14081	K05312
nbis-mrna-17293	K05312
nbis-mrna-17294	K18200
nbis-mrna-17296	K05869
nbis-mrna-17885	K15293
nbis-mrna-17884	K01050
nbis-mrna-9341	K07299
nbis-mrna-9342	K10658
nbis-mrna-9343	K24992
nbis-mrna-9348	K04368
nbis-mrna-7323	K10799
nbis-mrna-2209	K09228
nbis-mrna-1801	K23195
nbis-mrna-1800	K09228
nbis-mrna-3889	K08803
nbis-mrna-3890	K09228
nbis-mrna-4569	K15273
nbis-mrna-4537	K05313
nbis-mrna-7483	K06825
nbis-mrna-3029	K15309
nbis-mrna-13889	K10901
nbis-mrna-6792	K10699
nbis-mrna-6788	K04958
nbis-mrna-19912	K04958
nbis-mrna-8696	K24432
nbis-mrna-8695	K24177
nbis-mrna-8692	K13411
nbis-mrna-2823	K13411
nbis-mrna-4697	K17233
nbis-mrna-4693	K23820
nbis-mrna-14181	K04447
nbis-mrna-10476	K17341
nbis-mrna-10478	K06825
nbis-mrna-5264	K06825
nbis-mrna-10960	K06825
nbis-mrna-10961	K06825
nbis-mrna-10962	K06825
nbis-mrna-10957	K24822
nbis-mrna-10956	K06825
nbis-mrna-17901	K24822
nbis-mrna-17902	K24822
nbis-mrna-2081	K24822
nbis-mrna-2080	K24822
nbis-mrna-17286	K09228
nbis-mrna-16114	K07369
nbis-mrna-16111	K08547
nbis-mrna-16106	K24822
nbis-mrna-14900	K24822
nbis-mrna-14899	K24822
nbis-mrna-13069	K24822
nbis-mrna-20225	K05016
nbis-mrna-7454	K07839
nbis-mrna-7455	K04353
nbis-mrna-7458	K09230
nbis-mrna-7465	K16628
nbis-mrna-7463	K06825
nbis-mrna-811	K24429
nbis-mrna-10031	K09452
nbis-mrna-10033	K24901
nbis-mrna-10032	K24901
nbis-mrna-945	K05312
nbis-mrna-1857	K11665
nbis-mrna-17764	K08190
nbis-mrna-2359	K19525
nbis-mrna-2049	K19525
nbis-mrna-1774	K19525
nbis-mrna-16962	K19525
nbis-mrna-16929	K12396
nbis-mrna-4859	K06825
nbis-mrna-5234	K14778
nbis-mrna-14407	K14778
nbis-mrna-16450	K08190
nbis-mrna-8889	K19721
nbis-mrna-8885	K04527
nbis-mrna-8884	K22020
nbis-mrna-8882	K10059
nbis-mrna-8883	K13716
nbis-mrna-22153	K09228
nbis-mrna-8987	K06774
nbis-mrna-2151	K21770
nbis-mrna-11790	K04828
nbis-mrna-18797	K04828
nbis-mrna-20665	K04828
nbis-mrna-448	K04828
nbis-mrna-2381	K04828
nbis-mrna-6491	K10059
nbis-mrna-4790	K04659
nbis-mrna-19817	K11447
nbis-mrna-8036	K24014
nbis-mrna-6542	K24014
nbis-mrna-11283	K17088
nbis-mrna-11284	K17088
nbis-mrna-11282	K05312
nbis-mrna-17109	K05312
nbis-mrna-17110	K05312
nbis-mrna-13024	K09228
nbis-mrna-13025	K24675
nbis-mrna-20306	K00731
nbis-mrna-20305	K00731
nbis-mrna-13299	K03650
nbis-mrna-7854	K06792
nbis-mrna-19722	K19613
nbis-mrna-5243	K04434
nbis-mrna-2484	K16060
nbis-mrna-2485	K04988
nbis-mrna-16862	K10866
nbis-mrna-16270	K06238
nbis-mrna-10333	K16061
nbis-mrna-10332	K00611
nbis-mrna-2337	K16060
nbis-mrna-14547	K16060
nbis-mrna-4297	K19907
nbis-mrna-15252	K12470
nbis-mrna-19893	K12470
nbis-mrna-14822	K12470
nbis-mrna-17860	K16729
nbis-mrna-14658	K10359
nbis-mrna-11409	K15106
nbis-mrna-11616	K10955
nbis-mrna-8750	K10408
nbis-mrna-6111	K05860
nbis-mrna-15016	K05658
nbis-mrna-15017	K05658
nbis-mrna-1252	K02884
nbis-mrna-4287	K13191
nbis-mrna-6188	K15107
nbis-mrna-6199	K15734
nbis-mrna-3070	K20072
nbis-mrna-13082	K22866
nbis-mrna-7368	K10380
nbis-mrna-14548	K17903
nbis-mrna-14549	K07890
nbis-mrna-16448	K17820
nbis-mrna-16447	K11997
nbis-mrna-16446	K10579
nbis-mrna-16445	K10579
nbis-mrna-3055	K08518
nbis-mrna-15910	K08518
nbis-mrna-10670	K12396
nbis-mrna-10665	K11997
nbis-mrna-10612	K10151
nbis-mrna-10613	K02503
nbis-mrna-9113	K19636
nbis-mrna-4314	K15692
nbis-mrna-6392	K11810
nbis-mrna-8978	K03068
nbis-mrna-18291	K20045
nbis-mrna-18286	K16060
nbis-mrna-18280	K14165
nbis-mrna-18278	K21418
nbis-mrna-18274	K16669
nbis-mrna-18272	K04984
nbis-mrna-9433	K03940
nbis-mrna-9432	K10408
nbis-mrna-7923	K10408
nbis-mrna-716	K10408
nbis-mrna-20973	K10408
nbis-mrna-6180	K05038
nbis-mrna-12005	K18798
nbis-mrna-16096	K14439
nbis-mrna-16095	K00326
nbis-mrna-16674	K22204
nbis-mrna-16677	K23424
nbis-mrna-4714	K06238
nbis-mrna-4715	K06238
nbis-mrna-19661	K06238
nbis-mrna-19662	K06238
nbis-mrna-10720	K19868
nbis-mrna-12104	K10615
nbis-mrna-12106	K09365
nbis-mrna-12108	K16675
nbis-mrna-11866	K05022
nbis-mrna-11865	K01349
nbis-mrna-17281	K05313
nbis-mrna-3666	K05313
nbis-mrna-3664	K05313
nbis-mrna-3663	K05313
nbis-mrna-3662	K05313
nbis-mrna-22360	K17307
nbis-mrna-13704	K15710
nbis-mrna-3226	K23425
nbis-mrna-3227	K13963
nbis-mrna-3080	K23425
nbis-mrna-3865	K11405
nbis-mrna-3866	K04420
nbis-mrna-3871	K13963
nbis-mrna-3870	K13963
nbis-mrna-16937	K13963
nbis-mrna-16936	K13963
nbis-mrna-16933	K13963
nbis-mrna-16932	K23425
nbis-mrna-16934	K00128
nbis-mrna-15878	K00758
nbis-mrna-10430	K14442
nbis-mrna-10428	K00758
nbis-mrna-5396	K00626
nbis-mrna-7135	K10752
nbis-mrna-3832	K15280
nbis-mrna-3831	K16060
nbis-mrna-3194	K06238
nbis-mrna-3192	K06238
nbis-mrna-3191	K06238
nbis-mrna-18642	K06546
nbis-mrna-19727	K16060
nbis-mrna-4008	K02349
nbis-mrna-17876	K07962
nbis-mrna-17870	K19910
nbis-mrna-4691	K02183
nbis-mrna-4688	K13963
nbis-mrna-4680	K13963
nbis-mrna-4678	K18405
nbis-mrna-2455	K17598
nbis-mrna-11272	K21421
nbis-mrna-11270	K21421
nbis-mrna-5825	K04728
nbis-mrna-2947	K12322
nbis-mrna-21098	K12396
nbis-mrna-16979	K04825
nbis-mrna-18442	K09100
nbis-mrna-18444	K22068
nbis-mrna-18446	K18398
nbis-mrna-18445	K18398
nbis-mrna-18448	K16669
nbis-mrna-15219	K10380
nbis-mrna-14037	K15436
nbis-mrna-14039	K06083
nbis-mrna-14050	K05038
nbis-mrna-14049	K05038
nbis-mrna-14054	K08463
nbis-mrna-14055	K08463
nbis-mrna-14056	K18754
nbis-mrna-18051	K16506
nbis-mrna-18050	K02599
nbis-mrna-18047	K19496
nbis-mrna-14416	K15362
nbis-mrna-14417	K24086
nbis-mrna-6485	K00940
nbis-mrna-6486	K18754
nbis-mrna-3717	K09093
nbis-mrna-11243	K07767
nbis-mrna-11242	K06792
nbis-mrna-11241	K16806
nbis-mrna-13507	K11857
nbis-mrna-1916	K18438
nbis-mrna-1921	K19483
nbis-mrna-1925	K15979
nbis-mrna-1927	K07968
nbis-mrna-1935	K09595
nbis-mrna-1936	K09595
nbis-mrna-1942	K11162
nbis-mrna-1941	K11162
nbis-mrna-1943	K06252
nbis-mrna-7416	K10260
nbis-mrna-10422	K10260
nbis-mrna-9218	K13720
nbis-mrna-9277	K01480
nbis-mrna-9099	K16491
nbis-mrna-9104	K14408
nbis-mrna-9107	K14408
nbis-mrna-11161	K13137
nbis-mrna-9777	K19947
nbis-mrna-9784	K23533
nbis-mrna-18765	K08104
nbis-mrna-9968	K12396
nbis-mrna-4765	K12396
nbis-mrna-15137	K08791
nbis-mrna-15138	K08791
nbis-mrna-15135	K06643
nbis-mrna-863	K01050
nbis-mrna-18462	K09228
nbis-mrna-18465	K14353
nbis-mrna-19202	K00799
nbis-mrna-19201	K01365
nbis-mrna-19196	K13963
nbis-mrna-19195	K16717
nbis-mrna-18105	K23425
nbis-mrna-18106	K23425
nbis-mrna-18104	K13963
nbis-mrna-12746	K23783
nbis-mrna-15603	K20825
nbis-mrna-15600	K01025
nbis-mrna-8429	K02186
nbis-mrna-8132	K07852
nbis-mrna-19252	K13963
nbis-mrna-19253	K20051
nbis-mrna-13766	K02377
nbis-mrna-17888	K08595
nbis-mrna-10506	K08595
nbis-mrna-7012	K07830
nbis-mrna-16410	K04825
nbis-mrna-8123	K06106
nbis-mrna-19376	K13161
nbis-mrna-13226	K10105
nbis-mrna-13225	K15043
nbis-mrna-22258	K19021
nbis-mrna-12891	K21970
nbis-mrna-12894	K08190
nbis-mrna-12896	K06238
nbis-mrna-12897	K06238
nbis-mrna-12900	K06238
nbis-mrna-12906	K13124
nbis-mrna-21378	K10798
nbis-mrna-14110	K19326
nbis-mrna-14109	K19326
nbis-mrna-365	K17814
nbis-mrna-4546	K12324
nbis-mrna-14184	K18663
nbis-mrna-14188	K18663
nbis-mrna-1859	K23033
nbis-mrna-1858	K24997
nbis-mrna-12714	K10990
nbis-mrna-4654	K16060
nbis-mrna-15476	K16060
nbis-mrna-15475	K15009
nbis-mrna-18371	K15009
nbis-mrna-12632	K12793
nbis-mrna-2414	K15104
nbis-mrna-4218	K19499
nbis-mrna-4214	K10359
nbis-mrna-8859	K04944
nbis-mrna-4965	K06238
nbis-mrna-4959	K12192
nbis-mrna-4957	K06238
nbis-mrna-11809	K16060
nbis-mrna-11810	K16060
nbis-mrna-6660	K23705
nbis-mrna-22270	K23705
nbis-mrna-22268	K23705
nbis-mrna-22265	K02354
nbis-mrna-11894	K01148
nbis-mrna-11892	K05762
nbis-mrna-11891	K05762
nbis-mrna-17440	K14720
nbis-mrna-5119	K21423
nbis-mrna-5122	K13780
nbis-mrna-5127	K10579
nbis-mrna-5131	K20478
nbis-mrna-5129	K15503
nbis-mrna-5133	K12337
nbis-mrna-14215	K05619
nbis-mrna-8624	K20043
nbis-mrna-1412	K20044
nbis-mrna-1414	K20044
nbis-mrna-1415	K20641
nbis-mrna-1397	K00264
nbis-mrna-1393	K13219
nbis-mrna-1389	K10429
nbis-mrna-18335	K18484
nbis-mrna-7400	K04427
nbis-mrna-10010	K04216
nbis-mrna-15431	K15254
nbis-mrna-18123	K12457
nbis-mrna-18124	K08765
nbis-mrna-18125	K08765
nbis-mrna-3725	K04926
nbis-mrna-3723	K06624
nbis-mrna-5010	K11798
nbis-mrna-14174	K11798
nbis-mrna-14176	K05658
nbis-mrna-14178	K14487
nbis-mrna-9761	K09519
nbis-mrna-9468	K24522
nbis-mrna-9469	K24522
nbis-mrna-12924	K10104
nbis-mrna-12923	K10104
nbis-mrna-20889	K16569
nbis-mrna-14406	K05052
nbis-mrna-14405	K05694
nbis-mrna-13554	K00626
nbis-mrna-8392	K24054
nbis-mrna-8393	K24054
nbis-mrna-8394	K24054
nbis-mrna-20443	K07364
nbis-mrna-22442	K11810
nbis-mrna-22441	K08190
nbis-mrna-22440	K08957
nbis-mrna-7595	K23383
nbis-mrna-11480	K23383
nbis-mrna-7374	K13912
nbis-mrna-6687	K20071
nbis-mrna-6689	K09668
nbis-mrna-6690	K10380
nbis-mrna-6692	K24183
nbis-mrna-11546	K24183
nbis-mrna-15093	K24183
nbis-mrna-15092	K16939
nbis-mrna-8939	K05613
nbis-mrna-7998	K05401
nbis-mrna-12199	K17307
nbis-mrna-19631	K13485
nbis-mrna-10505	K13485
nbis-mrna-4370	K18081
nbis-mrna-15982	K20231
nbis-mrna-13749	K20231
nbis-mrna-2961	K01262
nbis-mrna-2958	K12319
nbis-mrna-12650	K14616
nbis-mrna-12651	K01362
nbis-mrna-19441	K10421
nbis-mrna-19440	K17544
nbis-mrna-19442	K15437
nbis-mrna-19429	K09191
nbis-mrna-14696	K08679
nbis-mrna-16562	K11295
nbis-mrna-16561	K10380
nbis-mrna-5379	K10146
nbis-mrna-5378	K06051
nbis-mrna-22438	K05195
nbis-mrna-22432	K24610
nbis-mrna-22434	K24610
nbis-mrna-9895	K10457
nbis-mrna-9893	K17902
nbis-mrna-9814	K19519
nbis-mrna-7804	K13192
nbis-mrna-7807	K13192
nbis-mrna-56	K03125
nbis-mrna-16076	K23958
nbis-mrna-16077	K23958
nbis-mrna-3079	K09668
nbis-mrna-3077	K14553
nbis-mrna-14756	K24523
nbis-mrna-18360	K11161
nbis-mrna-18632	K12804
nbis-mrna-18636	K01204
nbis-mrna-4470	K05195
nbis-mrna-21083	K05195
nbis-mrna-15205	K05195
nbis-mrna-15208	K05181
nbis-mrna-15209	K05195
nbis-mrna-493	K05195
nbis-mrna-10755	K05195
nbis-mrna-8564	K23820
nbis-mrna-7502	K05195
nbis-mrna-7501	K05194
nbis-mrna-7500	K05195
nbis-mrna-15230	K12581
nbis-mrna-15225	K20363
nbis-mrna-501	K16506
nbis-mrna-4327	K16506
nbis-mrna-4326	K01019
nbis-mrna-4325	K04615
nbis-mrna-3589	K01019
nbis-mrna-2200	K01019
nbis-mrna-5242	K14616
nbis-mrna-18549	K14616
nbis-mrna-18550	K13046
nbis-mrna-18548	K14616
nbis-mrna-2722	K14616
nbis-mrna-2724	K14616
nbis-mrna-2725	K13046
nbis-mrna-2727	K19197
nbis-mrna-11248	K16507
nbis-mrna-11247	K16507
nbis-mrna-17510	K03849
nbis-mrna-17502	K23624
nbis-mrna-17500	K23624
nbis-mrna-17496	K23624
nbis-mrna-9583	K15720
nbis-mrna-10383	K17262
nbis-mrna-10381	K24538
nbis-mrna-10375	K22611
nbis-mrna-12754	K11447
nbis-mrna-12757	K06792
nbis-mrna-12760	K03868
nbis-mrna-18673	K10104
nbis-mrna-3454	K01313
nbis-mrna-1704	K24060
nbis-mrna-13187	K24060
nbis-mrna-13193	K08863
nbis-mrna-2890	K09489
nbis-mrna-14873	K11447
nbis-mrna-9310	K24469
nbis-mrna-9312	K09228
nbis-mrna-9580	K23958
nbis-mrna-6207	K14442
nbis-mrna-6208	K14616
nbis-mrna-22167	K08857
nbis-mrna-4092	K16465
nbis-mrna-4093	K23843
nbis-mrna-8349	K12460
nbis-mrna-4865	K16498
nbis-mrna-588	K02516
nbis-mrna-585	K16461
nbis-mrna-18350	K08805
nbis-mrna-11946	K08805
nbis-mrna-11947	K05195
nbis-mrna-11951	K22614
nbis-mrna-11950	K08465
nbis-mrna-1216	K08465
nbis-mrna-1217	K00010
nbis-mrna-19399	K17278
nbis-mrna-19401	K11865
nbis-mrna-663	K22156
nbis-mrna-667	K04676
nbis-mrna-671	K23714
nbis-mrna-9975	K10595
nbis-mrna-9974	K24610
nbis-mrna-18397	K11273
nbis-mrna-18391	K10268
nbis-mrna-20896	K07432
nbis-mrna-5604	K13539
nbis-mrna-3991	K10432
nbis-mrna-10739	K07588
nbis-mrna-1620	K04967
nbis-mrna-14987	K04967
nbis-mrna-14986	K04967
nbis-mrna-18145	K23956
nbis-mrna-18146	K05665
nbis-mrna-16734	K05038
nbis-mrna-8166	K24682
nbis-mrna-3129	K05096
nbis-mrna-5043	K24964
nbis-mrna-5042	K05096
nbis-mrna-21793	K11835
nbis-mrna-678	K05195
nbis-mrna-673	K22128
nbis-mrna-672	K10104
nbis-mrna-18484	K22128
nbis-mrna-18485	K10104
nbis-mrna-18483	K10104
nbis-mrna-5067	K04194
nbis-mrna-5063	K22402
nbis-mrna-1175	K10770
nbis-mrna-1177	K06125
nbis-mrna-6056	K12585
nbis-mrna-7628	K16498
nbis-mrna-7640	K10104
nbis-mrna-7645	K06051
nbis-mrna-7642	K19511
nbis-mrna-21482	K13046
nbis-mrna-17749	K18486
nbis-mrna-9437	K06084
nbis-mrna-9438	K06084
nbis-mrna-12411	K10104
nbis-mrna-21622	K10104
nbis-mrna-21623	K02434
nbis-mrna-20663	K02434
nbis-mrna-31	K03695
nbis-mrna-25	K24436
nbis-mrna-17	K04362
nbis-mrna-15407	K07899
nbis-mrna-15406	K08869
nbis-mrna-11765	K08515
nbis-mrna-11763	K12384
nbis-mrna-3844	K22020
nbis-mrna-3843	K22020
nbis-mrna-3845	K22020
nbis-mrna-3840	K22020
nbis-mrna-3841	K22020
nbis-mrna-3842	K22020
nbis-mrna-6883	K22020
nbis-mrna-21774	K09205
nbis-mrna-21768	K14210
nbis-mrna-21214	K06910
nbis-mrna-21212	K09057
nbis-mrna-16629	K06825
nbis-mrna-16632	K16669
nbis-mrna-16636	K00854
nbis-mrna-11918	K17887
nbis-mrna-11914	K17887
nbis-mrna-10240	K17887
nbis-mrna-10238	K18083
nbis-mrna-12284	K18083
nbis-mrna-10201	K10447
nbis-mrna-22523	K22022
nbis-mrna-6735	K10269
nbis-mrna-6732	K22990
nbis-mrna-6728	K10269
nbis-mrna-11779	K09640
nbis-mrna-17420	K14616
nbis-mrna-22530	K05181
nbis-mrna-22529	K09310
nbis-mrna-6765	K09399
nbis-mrna-2544	K09399
nbis-mrna-9161	K15185
nbis-mrna-4156	K04209
nbis-mrna-4948	K10343
nbis-mrna-14075	K11416
nbis-mrna-6610	K12394
nbis-mrna-6611	K09504
nbis-mrna-12102	K09504
nbis-mrna-19233	K17604
nbis-mrna-732	K17604
nbis-mrna-8672	K09399
nbis-mrna-8673	K01183
nbis-mrna-3069	K05195
nbis-mrna-7843	K02861
nbis-mrna-9891	K04530
nbis-mrna-2306	K15683
nbis-mrna-10803	K10587
nbis-mrna-10802	K15683
nbis-mrna-10804	K13539
nbis-mrna-15801	K05038
nbis-mrna-12423	K01362
nbis-mrna-5445	K14616
nbis-mrna-16023	K01362
nbis-mrna-18134	K01362
nbis-mrna-2809	K01362
nbis-mrna-12241	K16059
nbis-mrna-17176	K16059
nbis-mrna-16649	K18439
nbis-mrna-19968	K18439
nbis-mrna-15117	K18439
nbis-mrna-20964	K07920
nbis-mrna-20961	K20792
nbis-mrna-17937	K05449
nbis-mrna-6393	K10414
nbis-mrna-16942	K10414
nbis-mrna-16941	K10515
nbis-mrna-4049	K05313
nbis-mrna-4051	K05313
nbis-mrna-4050	K05313
nbis-mrna-1453	K09228
nbis-mrna-6599	K22614
nbis-mrna-6594	K18264
nbis-mrna-6590	K23532
nbis-mrna-5981	K10408
nbis-mrna-1974	K08574
nbis-mrna-1976	K20051
nbis-mrna-15457	K13752
nbis-mrna-3209	K09429
nbis-mrna-3210	K05038
nbis-mrna-3211	K14458
nbis-mrna-3212	K19862
nbis-mrna-20366	K08574
nbis-mrna-20367	K22531
nbis-mrna-1682	K08190
nbis-mrna-22276	K14165
nbis-mrna-22277	K09668
nbis-mrna-22278	K05613
nbis-mrna-21346	K05613
nbis-mrna-15434	K01530
nbis-mrna-15435	K04409
nbis-mrna-7138	K10609
nbis-mrna-14608	K11997
nbis-mrna-3174	K11810
nbis-mrna-3177	K24469
nbis-mrna-3180	K24469
nbis-mrna-3179	K03068
nbis-mrna-6721	K03068
nbis-mrna-6640	K24469
nbis-mrna-9150	K24469
nbis-mrna-9151	K24469
nbis-mrna-4098	K24469
nbis-mrna-4097	K24469
nbis-mrna-21702	K24469
nbis-mrna-21700	K24469
nbis-mrna-21701	K20051
nbis-mrna-21699	K24469
nbis-mrna-13200	K24469
nbis-mrna-13201	K24469
nbis-mrna-19364	K24469
nbis-mrna-8373	K24469
nbis-mrna-5283	K24469
nbis-mrna-8742	K24469
nbis-mrna-11222	K03068
nbis-mrna-10502	K24469
nbis-mrna-14314	K04950
nbis-mrna-8814	K00547
nbis-mrna-8811	K06756
nbis-mrna-7275	K04828
nbis-mrna-1466	K22020
nbis-mrna-17537	K22020
nbis-mrna-22469	K04988
nbis-mrna-22471	K22614
nbis-mrna-22476	K04988
nbis-mrna-20710	K01874
nbis-mrna-22217	K01874
nbis-mrna-6896	K01874
nbis-mrna-7977	K09640
nbis-mrna-7979	K05741
nbis-mrna-7982	K04988
nbis-mrna-7992	K07378
nbis-mrna-15950	K10447
nbis-mrna-10630	K20282
nbis-mrna-19845	K20282
nbis-mrna-3673	K20282
nbis-mrna-13578	K12076
nbis-mrna-17368	K00698
nbis-mrna-13056	K00698
nbis-mrna-16182	K00698
nbis-mrna-7904	K00698
nbis-mrna-17092	K00698
nbis-mrna-1347	K12396
nbis-mrna-16408	K12396
nbis-mrna-10003	K12396
nbis-mrna-13491	K11447
nbis-mrna-17614	K11447
nbis-mrna-17615	K17307
nbis-mrna-4204	K14442
nbis-mrna-749	K16944
nbis-mrna-4952	K11447
nbis-mrna-12378	K14442
nbis-mrna-2523	K09452
nbis-mrna-2520	K16669
nbis-mrna-21676	K13539
nbis-mrna-21677	K12379
nbis-mrna-21684	K17307
nbis-mrna-20867	K03869
nbis-mrna-153	K23222
nbis-mrna-152	K22615
nbis-mrna-16821	K09227
nbis-mrna-16822	K09227
nbis-mrna-16820	K01298
nbis-mrna-22098	K22614
nbis-mrna-22099	K01710
nbis-mrna-12487	K12751
nbis-mrna-4975	K20865
nbis-mrna-13624	K20865
nbis-mrna-9210	K12800
nbis-mrna-21168	K17481
nbis-mrna-12013	K24091
nbis-mrna-12016	K10955
nbis-mrna-12019	K14383
nbis-mrna-12018	K14383
nbis-mrna-991	K09228
nbis-mrna-18960	K04437
nbis-mrna-18959	K04437
nbis-mrna-19793	K17986
nbis-mrna-12068	K00753
nbis-mrna-12071	K00753
nbis-mrna-4523	K00753
nbis-mrna-4527	K00461
nbis-mrna-5008	K22371
nbis-mrna-11077	K22371
nbis-mrna-1947	K00753
nbis-mrna-13517	K12396
nbis-mrna-16619	K02514
nbis-mrna-16620	K12396
nbis-mrna-10308	K20051
nbis-mrna-10309	K02599
nbis-mrna-8972	K05695
nbis-mrna-1676	K01528
nbis-mrna-14509	K22987
nbis-mrna-13871	K15909
nbis-mrna-5737	K15909
nbis-mrna-8577	K14349
nbis-mrna-8584	K04437
nbis-mrna-8586	K04437
nbis-mrna-15866	K14464
nbis-mrna-15417	K10359
nbis-mrna-15413	K04282
nbis-mrna-15412	K04157
nbis-mrna-21412	K09174
nbis-mrna-17742	K10104
nbis-mrna-17740	K06252
nbis-mrna-17741	K10104
nbis-mrna-17739	K02599
nbis-mrna-17738	K16681
nbis-mrna-17743	K16681
nbis-mrna-17745	K16681
nbis-mrna-16699	K13748
nbis-mrna-19345	K08112
nbis-mrna-9176	K10060
nbis-mrna-9181	K06082
nbis-mrna-389	K20685
nbis-mrna-18963	K20685
nbis-mrna-263	K07839
nbis-mrna-17670	K04392
nbis-mrna-17667	K14349
nbis-mrna-2248	K14349
nbis-mrna-12254	K06571
nbis-mrna-12255	K06571
nbis-mrna-14380	K17341
nbis-mrna-14384	K12396
nbis-mrna-14815	K12396
nbis-mrna-17000	K12396
nbis-mrna-10752	K14349
nbis-mrna-10751	K14349
nbis-mrna-10750	K14349
nbis-mrna-18135	K06776
nbis-mrna-12424	K14349
nbis-mrna-12425	K14349
nbis-mrna-20613	K14349
nbis-mrna-20612	K24436
nbis-mrna-20611	K22614
nbis-mrna-14426	K14349
nbis-mrna-14428	K14349
nbis-mrna-14429	K14349
nbis-mrna-14431	K14349
nbis-mrna-14430	K14349
nbis-mrna-14432	K14349
nbis-mrna-8855	K14349
nbis-mrna-8726	K14349
nbis-mrna-19916	K20051
nbis-mrna-636	K20051
nbis-mrna-632	K06826
nbis-mrna-631	K14349
nbis-mrna-10221	K10063
nbis-mrna-5509	K24469
nbis-mrna-5510	K24469
nbis-mrna-19580	K24469
nbis-mrna-2247	K04550
nbis-mrna-8543	K14349
nbis-mrna-20275	K14306
nbis-mrna-20273	K10104
nbis-mrna-9298	K22909
nbis-mrna-9297	K12319
nbis-mrna-306	K10104
nbis-mrna-305	K06252
nbis-mrna-304	K06252
nbis-mrna-301	K10104
nbis-mrna-302	K10104
nbis-mrna-299	K02599
nbis-mrna-300	K02599
nbis-mrna-298	K02599
nbis-mrna-18481	K02599
nbis-mrna-18482	K02599
nbis-mrna-18480	K02599
nbis-mrna-9613	K02599
nbis-mrna-9612	K02599
nbis-mrna-8009	K02599
nbis-mrna-8012	K22909
nbis-mrna-8016	K05122
nbis-mrna-20386	K14349
nbis-mrna-17314	K14349
nbis-mrna-21122	K04439
nbis-mrna-14610	K12041
nbis-mrna-2703	K20796
nbis-mrna-7890	K11810
nbis-mrna-7888	K13963
nbis-mrna-19520	K09228
nbis-mrna-15233	K06826
nbis-mrna-22218	K14349
nbis-mrna-22219	K14349
nbis-mrna-21691	K01517
nbis-mrna-3733	K24485
nbis-mrna-3734	K24485
nbis-mrna-20200	K08187
nbis-mrna-20201	K08187
nbis-mrna-20203	K11461
nbis-mrna-5465	K24637
nbis-mrna-21039	K20796
nbis-mrna-21038	K14349
nbis-mrna-18696	K14349
nbis-mrna-5301	K20051
nbis-mrna-8288	K20051
nbis-mrna-8290	K13710
