#Host
RPACG00000000026.1	K12478
AFOC01000141.1_6	K04763
AFOC01000141.1_7	K00567
AFOC01000141.1_9	K09160
AFOC01000140.1_2	K00966,K00992
AFOC01000140.1_3	K03628
AFOC01000140.1_4	K03671
AFOC01000140.1_5	K03732
AFOC01000140.1_6	K06940
AFOC01000140.1_7	K08714
AFOC01000139.1_1	K03321
AFOC01000139.1_3	K03777
AFOC01000139.1_5	K03271,K12961
AFOC01000139.1_6	K07460
AFOC01000139.1_7	K07121
AFOC01000138.1_1	K03664
AFOC01000138.1_2	K03308
AFOC01000138.1_4	K09801
AFOC01000138.1_5	K06186
AFOC01000138.1_6	K03711
AFOC01000138.1_7	K03631
AFOC01000136.1_1	K03978
AFOC01000136.1_2	K07216
AFOC01000136.1_3	K03637
AFOC01000136.1_4	K07095
AFOC01000136.1_5	K01507
AFOC01000136.1_6	K15987
AFOC01000136.1_7	K21071
AFOC01000136.1_8	K21071
AFOC01000135.1_3	K04765
AFOC01000135.1_5	K03797
AFOC01000135.1_6	K01919
AFOC01000134.1_1	K07278
AFOC01000134.1_2	K09800
AFOC01000133.1_2	K02483,K07659
AFOC01000133.1_3	K07640
AFOC01000133.1_5	K10747
AFOC01000133.1_6	K03654
AFOC01000132.1_2	K00059,K03793
AFOC01000132.1_8	K02483,K07663
AFOC01000131.1_1	K07011
AFOC01000131.1_3	K01953
AFOC01000130.1_1	K21470
AFOC01000130.1_2	K04568
AFOC01000130.1_3	K02356
AFOC01000130.1_4	K01843,K19810
AFOC01000129.1_2	K21011
AFOC01000129.1_3	K13007
AFOC01000129.1_4	K02805,K13017,K18653
AFOC01000129.1_5	K02805,K13017,K18653
AFOC01000129.1_6	K03688
AFOC01000129.1_7	K03690
AFOC01000129.1_8	K03183
AFOC01000128.1_3	K10535
AFOC01000128.1_5	K00266
AFOC01000128.1_7	K00266
AFOC01000127.1_3	K03427
AFOC01000127.1_6	K03427
AFOC01000126.1_1	K09857
AFOC01000126.1_3	K02065
AFOC01000126.1_4	K02066
AFOC01000126.1_5	K20977
AFOC01000125.1_1	K01790
AFOC01000125.1_2	K00973
AFOC01000125.1_3	K01710
AFOC01000125.1_4	K00573
AFOC01000125.1_5	K03702
AFOC01000125.1_6	K00812
AFOC01000125.1_7	K08084
AFOC01000124.1_2	K03744
AFOC01000124.1_4	K00014
AFOC01000124.1_5	K01698
AFOC01000124.1_6	K05838
AFOC01000124.1_7	K07566
AFOC01000124.1_8	K01588
AFOC01000124.1_10	K07323
AFOC01000122.1_2	K07080
AFOC01000122.1_5	K07290
AFOC01000122.1_7	K10773
AFOC01000121.1_2	K09951
AFOC01000121.1_3	K15342
AFOC01000121.1_4	K07464
AFOC01000121.1_5	K19118
AFOC01000121.1_6	K19117
AFOC01000121.1_7	K19119
AFOC01000121.1_8	K07012
AFOC01000120.1_2	K01776
AFOC01000120.1_4	K08303
AFOC01000120.1_5	K07139
AFOC01000119.1_1	K01951
AFOC01000119.1_2	K00088
AFOC01000119.1_3	K20972
AFOC01000119.1_4	K03601
AFOC01000119.1_5	K04770
AFOC01000118.1_1	K09732
AFOC01000118.1_8	K00575
AFOC01000118.1_10	K19168
AFOC01000118.1_11	K09159
AFOC01000117.1_2	K21498
AFOC01000117.1_8	K03733
AFOC01000116.1_1	K06158
AFOC01000116.1_2	K07391
AFOC01000116.1_3	K09806
AFOC01000116.1_5	K04751,K04752
AFOC01000116.1_6	K03320
AFOC01000116.1_7	K13590
AFOC01000116.1_8	K00797
AFOC01000116.1_9	K07343
AFOC01000116.1_10	K06175
AFOC01000116.1_11	K01585
AFOC01000115.1_3	K06969
AFOC01000115.1_10	K00395
AFOC01000115.1_11	K00395
AFOC01000115.1_12	K00394
AFOC01000115.1_13	K06940
AFOC01000114.1_1	K09951
AFOC01000114.1_2	K15342
AFOC01000114.1_5	K19126
AFOC01000114.1_6	K19125
AFOC01000114.1_7	K19124
AFOC01000114.1_8	K19046
AFOC01000114.1_10	K19123
AFOC01000114.1_11	K07012
AFOC01000113.1_4	K20444
AFOC01000113.1_5	K02406
AFOC01000112.1_2	K09951
AFOC01000112.1_3	K15342
AFOC01000112.1_4	K19126
AFOC01000112.1_5	K19125
AFOC01000112.1_6	K19124
AFOC01000112.1_7	K19046
AFOC01000112.1_8	K19123
AFOC01000112.1_9	K07012
AFOC01000110.1_2	K02653,K12278
AFOC01000110.1_3	K02454,K02652,K12276
AFOC01000110.1_4	K02454,K02652,K12276
AFOC01000110.1_7	K02453
AFOC01000110.1_8	K12283
AFOC01000110.1_10	K07712
AFOC01000109.1_3	K03524
AFOC01000109.1_4	K03525
AFOC01000109.1_6	K03060
AFOC01000109.1_7	K00951,K01139
AFOC01000109.1_9	K09022
AFOC01000109.1_10	K07080
AFOC01000108.1_3	K01992
AFOC01000108.1_4	K01990
AFOC01000108.1_9	K04756
AFOC01000108.1_12	K01491
AFOC01000108.1_14	K20370
AFOC01000108.1_15	K20370
AFOC01000107.1_2	K01465
AFOC01000107.1_3	K04754
AFOC01000107.1_4	K03683
AFOC01000107.1_5	K07390
AFOC01000107.1_6	K01953
AFOC01000107.1_7	K01474
AFOC01000107.1_8	K04564
AFOC01000106.1_1	K08289
AFOC01000106.1_2	K12132
AFOC01000106.1_3	K12132
AFOC01000106.1_4	K03605
AFOC01000106.1_5	K00436
AFOC01000106.1_8	K16951
AFOC01000105.1_2	K15738
AFOC01000105.1_3	K06001
AFOC01000105.1_4	K01420
AFOC01000105.1_8	K03526
AFOC01000105.1_9	K17218
AFOC01000105.1_11	K07287
AFOC01000104.1_1	K08086
AFOC01000104.1_2	K08086
AFOC01000104.1_3	K06173
AFOC01000104.1_4	K01817
AFOC01000104.1_5	K01696
AFOC01000104.1_6	K01695
AFOC01000104.1_7	K01963
AFOC01000104.1_8	K11754
AFOC01000104.1_9	K03749
AFOC01000104.1_10	K02452
AFOC01000104.1_11	K01814
AFOC01000102.1_4	K07340
AFOC01000102.1_7	K14058
AFOC01000102.1_8	K14058
AFOC01000102.1_13	K09004
AFOC01000102.1_15	K01414
AFOC01000101.1_1	K17686
AFOC01000101.1_2	K08982
AFOC01000101.1_7	K07798
AFOC01000100.1_1	K02487,K06596
AFOC01000100.1_3	K09761
AFOC01000100.1_4	K09761
AFOC01000100.1_5	K03612
AFOC01000100.1_6	K03614
AFOC01000100.1_7	K03615
AFOC01000100.1_8	K03615
AFOC01000100.1_9	K03615
AFOC01000100.1_10	K03616
AFOC01000100.1_11	K03617
AFOC01000100.1_12	K01317
AFOC01000099.1_5	K02117
AFOC01000099.1_6	K02117
AFOC01000099.1_8	K02121
AFOC01000099.1_9	K02124
AFOC01000099.1_10	K02123
AFOC01000099.1_11	K02123
AFOC01000099.1_12	K02120
AFOC01000099.1_13	K02118
AFOC01000098.1_12	K01768
AFOC01000098.1_15	K13924
AFOC01000097.1_2	K05539
AFOC01000097.1_5	K07028
AFOC01000097.1_8	K14441
AFOC01000097.1_9	K05838
AFOC01000097.1_14	K03774
AFOC01000097.1_15	K03527
AFOC01000096.1_6	K08358
AFOC01000096.1_8	K02044
AFOC01000095.1_3	K01923
AFOC01000095.1_5	K01624
AFOC01000095.1_6	K00873
AFOC01000095.1_7	K00927
AFOC01000095.1_8	K00134
AFOC01000095.1_9	K00615
AFOC01000095.1_11	K00789
AFOC01000095.1_12	K01251
AFOC01000094.1_4	K02742
AFOC01000094.1_5	K00342
AFOC01000094.1_6	K00342
AFOC01000094.1_7	K00342
AFOC01000094.1_8	K05577
AFOC01000094.1_10	K09822
AFOC01000094.1_11	K09822
AFOC01000094.1_12	K00342
AFOC01000093.1_2	K01599
AFOC01000093.1_4	K00020
AFOC01000093.1_10	K00974
AFOC01000093.1_11	K00974
AFOC01000093.1_13	K00860,K00958
AFOC01000092.1_3	K16950
AFOC01000092.1_6	K03388
AFOC01000092.1_7	K00177
AFOC01000092.1_8	K00175
AFOC01000092.1_9	K00174
AFOC01000092.1_10	K00176
AFOC01000092.1_11	K03389
AFOC01000092.1_12	K03389
AFOC01000092.1_13	K03390,K16887
AFOC01000092.1_14	K00239,K00278
AFOC01000091.1_1	K01814
AFOC01000091.1_2	K03667
AFOC01000091.1_3	K01419
AFOC01000091.1_5	K03733
AFOC01000091.1_6	K09921
AFOC01000091.1_7	K01778
AFOC01000091.1_10	K01586
AFOC01000091.1_11	K09902
AFOC01000091.1_12	K00688
AFOC01000091.1_13	K02670
AFOC01000091.1_14	K02670
AFOC01000091.1_15	K07140
AFOC01000091.1_16	K09941
AFOC01000091.1_19	K06158
AFOC01000090.1_8	K01873
AFOC01000090.1_9	K01873
AFOC01000090.1_15	K01652
AFOC01000089.1_2	K02959
AFOC01000089.1_3	K02860
AFOC01000089.1_4	K00554
AFOC01000089.1_5	K02884
AFOC01000089.1_6	K01141
AFOC01000089.1_8	K06867
AFOC01000089.1_10	K10716
AFOC01000088.1_1	K02355
AFOC01000088.1_2	K02992
AFOC01000088.1_3	K02950
AFOC01000088.1_4	K03046
AFOC01000088.1_5	K03046
AFOC01000088.1_6	K03043
AFOC01000088.1_7	K02935
AFOC01000088.1_8	K02864
AFOC01000088.1_9	K02863
AFOC01000088.1_10	K02867
AFOC01000088.1_11	K02601
AFOC01000088.1_12	K03073
AFOC01000087.1_2	K03218
AFOC01000087.1_3	K12573
AFOC01000087.1_4	K07396
AFOC01000087.1_5	K11391
AFOC01000087.1_6	K22132
AFOC01000087.1_10	K00705
AFOC01000087.1_12	K00975
AFOC01000087.1_13	K00700
AFOC01000087.1_14	K00700
AFOC01000087.1_15	K01810
AFOC01000086.1_2	K03169
AFOC01000086.1_8	K03630
AFOC01000086.1_20	K19092
AFOC01000086.1_22	K03497
AFOC01000086.1_23	K03111
AFOC01000085.1_1	K01147
AFOC01000085.1_2	K01147
AFOC01000085.1_3	K06980
AFOC01000085.1_4	K01915
AFOC01000085.1_5	K01990
AFOC01000085.1_6	K01992
AFOC01000085.1_7	K02355
AFOC01000085.1_8	K11717
AFOC01000085.1_10	K04655
AFOC01000085.1_11	K04773
AFOC01000085.1_12	K01091
AFOC01000085.1_13	K06179
AFOC01000085.1_15	K08300
AFOC01000084.1_10	K00939
AFOC01000084.1_11	K03671
AFOC01000084.1_12	K09920
AFOC01000084.1_13	K07689
AFOC01000084.1_14	K21929
AFOC01000084.1_15	K03703
AFOC01000084.1_16	K00995,K08744
AFOC01000084.1_19	K08084
AFOC01000083.1_3	K04760
AFOC01000083.1_4	K01720
AFOC01000083.1_7	K17222,K19713
AFOC01000083.1_8	K17223
AFOC01000083.1_9	K00525
AFOC01000083.1_10	K02356
AFOC01000083.1_11	K00569
AFOC01000083.1_12	K16052
AFOC01000083.1_13	K00241
AFOC01000083.1_15	K00240
AFOC01000082.1_1	K03578
AFOC01000082.1_3	K03406
AFOC01000082.1_4	K02014
AFOC01000082.1_8	K03832
AFOC01000082.1_9	K03559
AFOC01000082.1_10	K03561
AFOC01000082.1_11	K03561
AFOC01000081.1_2	K03415
AFOC01000081.1_3	K02040
AFOC01000081.1_14	K07486
AFOC01000081.1_15	K01673
AFOC01000081.1_16	K13256
AFOC01000081.1_17	K01674
AFOC01000080.1_1	K03631
AFOC01000080.1_2	K00858
AFOC01000080.1_3	K03705
AFOC01000080.1_4	K03687
AFOC01000080.1_5	K04043
AFOC01000080.1_6	K03686
AFOC01000080.1_7	K03686
AFOC01000080.1_8	K00215
AFOC01000080.1_9	K02414
AFOC01000080.1_10	K08992
AFOC01000080.1_11	K19804
AFOC01000080.1_12	K01591
AFOC01000080.1_13	K00963
AFOC01000080.1_14	K00970
AFOC01000080.1_15	K00796,K00950,K01495,K01633,K13940
AFOC01000080.1_16	K00606
AFOC01000080.1_17	K01918
AFOC01000080.1_18	K01579
AFOC01000080.1_19	K00703
AFOC01000079.1_5	K08311
AFOC01000079.1_6	K08483,K08484
AFOC01000079.1_7	K03324
AFOC01000079.1_9	K18691
AFOC01000079.1_10	K01356
AFOC01000079.1_11	K13053,K14160
AFOC01000079.1_13	K07184
AFOC01000079.1_14	K00611,K09065,K13252
AFOC01000079.1_15	K00821
AFOC01000079.1_18	K03286
AFOC01000078.1_1	K03881
AFOC01000078.1_2	K00343
AFOC01000078.1_3	K09748
AFOC01000078.1_4	K02600
AFOC01000078.1_5	K02519
AFOC01000078.1_6	K02519
AFOC01000078.1_7	K02834
AFOC01000078.1_8	K03177
AFOC01000078.1_9	K02956
AFOC01000078.1_10	K00962
AFOC01000078.1_11	K00962
AFOC01000078.1_13	K00128,K06447
AFOC01000078.1_16	K00833
AFOC01000078.1_18	K14415,K18148
AFOC01000077.1_2	K02990
AFOC01000077.1_3	K02963
AFOC01000077.1_5	K02939
AFOC01000077.1_6	K02314
AFOC01000077.1_7	K01775
AFOC01000077.1_8	K04485
AFOC01000077.1_9	K04485
AFOC01000077.1_13	K10941
AFOC01000077.1_14	K10942
AFOC01000077.1_15	K10943
AFOC01000077.1_16	K02408
AFOC01000077.1_17	K02409
AFOC01000077.1_18	K02410
AFOC01000077.1_19	K02411
AFOC01000076.1_2	K07226
AFOC01000076.1_3	K11179
AFOC01000076.1_7	K00767
AFOC01000076.1_8	K01802,K03772
AFOC01000076.1_14	K01447,K03806
AFOC01000076.1_15	K02451
AFOC01000076.1_16	K02450
AFOC01000076.1_17	K02450
AFOC01000076.1_18	K07126
AFOC01000076.1_19	K06938
AFOC01000076.1_20	K01011
AFOC01000076.1_23	K06888
AFOC01000076.1_24	K06888
AFOC01000076.1_26	K01448,K07448
AFOC01000075.1_6	K07497
AFOC01000075.1_8	K00789
AFOC01000075.1_9	K07403
AFOC01000075.1_12	K06889
AFOC01000075.1_13	K01251
AFOC01000075.1_15	K16264
AFOC01000075.1_16	K05341,K05343
AFOC01000075.1_18	K00847
AFOC01000075.1_22	K01142
AFOC01000075.1_23	K01142
AFOC01000074.1_1	K07814,K13815
AFOC01000074.1_2	K07679,K07716
AFOC01000074.1_3	K00574
AFOC01000074.1_4	K09458,K14660,K14667
AFOC01000074.1_5	K02078
AFOC01000074.1_6	K10715,K20974
AFOC01000074.1_7	K13816
AFOC01000074.1_8	K03752
AFOC01000074.1_9	K03579
AFOC01000074.1_11	K03546,K09817
AFOC01000074.1_13	K07003
AFOC01000074.1_14	K07003
AFOC01000073.1_1	K02416
AFOC01000073.1_2	K02415
AFOC01000073.1_4	K06020
AFOC01000073.1_13	K18138
AFOC01000073.1_14	K18138
AFOC01000072.1_3	K01768
AFOC01000072.1_5	K13924
AFOC01000072.1_6	K13924
AFOC01000072.1_8	K03737
AFOC01000072.1_11	K11645
AFOC01000072.1_13	K01147
AFOC01000071.1_3	K07457
AFOC01000071.1_4	K06178
AFOC01000071.1_5	K06024
AFOC01000071.1_6	K05896
AFOC01000071.1_7	K01867
AFOC01000071.1_10	K07053
AFOC01000071.1_12	K06190
AFOC01000071.1_13	K05527,K09780
AFOC01000071.1_14	K03769
AFOC01000071.1_17	K01972
AFOC01000071.1_18	K01972
AFOC01000071.1_19	K03528
AFOC01000071.1_20	K03529
AFOC01000071.1_21	K06879,K09457
AFOC01000071.1_22	K00854
AFOC01000070.1_1	K07114
AFOC01000070.1_2	K07114
AFOC01000070.1_3	K07114
AFOC01000070.1_7	K03924
AFOC01000070.1_8	K06207
AFOC01000070.1_9	K03406
AFOC01000070.1_10	K01259
AFOC01000070.1_11	K07560
AFOC01000070.1_15	K03406
AFOC01000070.1_16	K01089,K01693
AFOC01000070.1_17	K02501
AFOC01000070.1_18	K01814,K01817
AFOC01000070.1_19	K01663,K02500
AFOC01000070.1_20	K01496,K11755
AFOC01000070.1_21	K01523
AFOC01000070.1_22	K03116
AFOC01000070.1_23	K03117
AFOC01000070.1_24	K03118
AFOC01000069.1_1	K07216
AFOC01000069.1_2	K15864
AFOC01000069.1_3	K02569
AFOC01000069.1_5	K19345
AFOC01000069.1_17	K01174
AFOC01000068.1_1	K07011
AFOC01000068.1_3	K01868
AFOC01000068.1_4	K01868
AFOC01000068.1_5	K01868
AFOC01000068.1_6	K02520
AFOC01000068.1_7	K02916
AFOC01000068.1_8	K02887
AFOC01000068.1_9	K01889
AFOC01000068.1_10	K01889
AFOC01000068.1_11	K01890
AFOC01000068.1_12	K01890
AFOC01000068.1_13	K04764
AFOC01000068.1_15	K12216
AFOC01000068.1_16	K11912
AFOC01000068.1_17	K08282,K11916,K12132
AFOC01000068.1_18	K08282,K11916,K12132
AFOC01000068.1_19	K01090,K11890,K20074
AFOC01000068.1_20	K11890
AFOC01000068.1_21	K08282,K11916,K12132
AFOC01000068.1_22	K08282,K11916,K12132
AFOC01000067.1_3	K01515
AFOC01000067.1_6	K07027
AFOC01000067.1_11	K01682
AFOC01000067.1_12	K00958
AFOC01000067.1_17	K21366
AFOC01000067.1_19	K09858
AFOC01000066.1_5	K03168
AFOC01000066.1_6	K03747
AFOC01000066.1_7	K04096
AFOC01000066.1_9	K01462
AFOC01000066.1_10	K00604
AFOC01000066.1_11	K03500
AFOC01000066.1_12	K03500
AFOC01000066.1_18	K13599
AFOC01000066.1_19	K03499
AFOC01000066.1_20	K03498
AFOC01000065.1_3	K20946
AFOC01000065.1_4	K20946
AFOC01000065.1_6	K03152
AFOC01000065.1_7	K09798
AFOC01000065.1_8	K03797
AFOC01000065.1_10	K15633
AFOC01000065.1_12	K01011
AFOC01000065.1_13	K03071
AFOC01000065.1_14	K00057
AFOC01000065.1_15	K01953
AFOC01000065.1_17	K03216
AFOC01000065.1_18	K17828
AFOC01000065.1_19	K01915
AFOC01000065.1_20	K11744
AFOC01000065.1_22	K08964,K22130
AFOC01000064.1_1	K07152
AFOC01000064.1_4	K02305
AFOC01000064.1_5	K00425,K08738
AFOC01000064.1_12	K00231
AFOC01000064.1_17	K02412
AFOC01000064.1_18	K02412
AFOC01000063.1_1	K06889
AFOC01000063.1_2	K06889
AFOC01000063.1_6	K03304
AFOC01000063.1_9	K02557
AFOC01000063.1_15	K11022
AFOC01000063.1_22	K01438
AFOC01000063.1_23	K14682
AFOC01000063.1_24	K00428
AFOC01000063.1_26	K04069
AFOC01000063.1_28	K21636
AFOC01000062.1_1	K02453
AFOC01000062.1_2	K02454
AFOC01000062.1_3	K02455
AFOC01000062.1_4	K07126
AFOC01000062.1_6	K05946
AFOC01000062.1_7	K00996,K16707
AFOC01000062.1_8	K02495
AFOC01000062.1_10	K07320
AFOC01000062.1_11	K13643
AFOC01000062.1_12	K09919
AFOC01000062.1_14	K02346
AFOC01000061.1_1	K02226,K15634
AFOC01000061.1_2	K02233
AFOC01000061.1_4	K05595
AFOC01000061.1_8	K00333
AFOC01000061.1_9	K00332
AFOC01000061.1_10	K00331
AFOC01000061.1_11	K00337
AFOC01000061.1_12	K00342,K05561,K05568
AFOC01000061.1_13	K05568
AFOC01000061.1_15	K05566
AFOC01000061.1_18	K05570
AFOC01000061.1_19	K05569
AFOC01000061.1_21	K14261,K14267
AFOC01000061.1_22	K00674
AFOC01000061.1_23	K00537
AFOC01000061.1_24	K01439
AFOC01000061.1_27	K01460
AFOC01000060.1_2	K01006,K01007,K08483
AFOC01000060.1_3	K01006,K01007,K08483
AFOC01000060.1_5	K13993
AFOC01000060.1_6	K04771,K04772
AFOC01000060.1_7	K05516
AFOC01000060.1_8	K18997
AFOC01000060.1_9	K03799
AFOC01000060.1_14	K09826
AFOC01000060.1_15	K02010
AFOC01000060.1_16	K02011
AFOC01000060.1_17	K02012
AFOC01000060.1_20	K07003
AFOC01000059.1_1	K01251
AFOC01000059.1_2	K00297
AFOC01000059.1_3	K02533,K15396
AFOC01000059.1_4	K01092
AFOC01000059.1_7	K00428
AFOC01000059.1_9	K00406,K03889
AFOC01000059.1_10	K07147
AFOC01000059.1_11	K17247
AFOC01000059.1_13	K03406
AFOC01000059.1_14	K03406
AFOC01000059.1_15	K03074
AFOC01000059.1_16	K03072
AFOC01000059.1_17	K03210
AFOC01000059.1_18	K00773
AFOC01000059.1_19	K07568
AFOC01000058.1_4	K18850
AFOC01000058.1_5	K01756
AFOC01000058.1_6	K02291
AFOC01000058.1_7	K01091,K22292
AFOC01000058.1_8	K00568
AFOC01000058.1_9	K12960
AFOC01000058.1_10	K08963
AFOC01000058.1_11	K02469
AFOC01000058.1_12	K00831
AFOC01000058.1_13	K00058
AFOC01000058.1_14	K14170
AFOC01000058.1_15	K00817
AFOC01000058.1_16	K00210,K04517
AFOC01000058.1_17	K00800
AFOC01000058.1_18	K00945
AFOC01000058.1_19	K02945
AFOC01000058.1_20	K02945
AFOC01000058.1_21	K05788
AFOC01000057.1_2	K10716
AFOC01000057.1_4	K21023
AFOC01000057.1_5	K02044
AFOC01000057.1_6	K07221
AFOC01000057.1_11	K06902
AFOC01000057.1_12	K06902
AFOC01000057.1_14	K15256
AFOC01000057.1_15	K15257
AFOC01000057.1_20	K00382
AFOC01000057.1_25	K01166,K01169
AFOC01000056.1_2	K17224
AFOC01000056.1_4	K14986
AFOC01000056.1_6	K06959
AFOC01000056.1_9	K01151
AFOC01000056.1_12	K06203
AFOC01000056.1_17	K07305
AFOC01000056.1_18	K13993
AFOC01000056.1_19	K00830
AFOC01000056.1_20	K00830
AFOC01000056.1_21	K01011
AFOC01000056.1_22	K05522
AFOC01000055.1_2	K02660
AFOC01000055.1_3	K02659
AFOC01000055.1_4	K02658
AFOC01000055.1_5	K02657
AFOC01000055.1_8	K01920
AFOC01000055.1_9	K01920
AFOC01000055.1_10	K03734
AFOC01000055.1_11	K03832
AFOC01000055.1_12	K07735
AFOC01000055.1_13	K07447
AFOC01000055.1_14	K02825
AFOC01000055.1_15	K00609
AFOC01000055.1_16	K01465,K01466
AFOC01000055.1_17	K02823
AFOC01000055.1_18	K05527,K22066
AFOC01000055.1_21	K03310
AFOC01000055.1_24	K11688,K21395
AFOC01000055.1_25	K11312
AFOC01000054.1_1	K15726
AFOC01000054.1_2	K15727
AFOC01000054.1_3	K15725
AFOC01000054.1_6	K00666,K01911
AFOC01000054.1_7	K06957
AFOC01000054.1_8	K04656
AFOC01000054.1_9	K04069
AFOC01000054.1_10	K06990
AFOC01000054.1_13	K08086
AFOC01000053.1_2	K03737
AFOC01000053.1_3	K00226
AFOC01000053.1_4	K00226
AFOC01000053.1_5	K18778
AFOC01000053.1_7	K03671,K03672
AFOC01000053.1_8	K01069
AFOC01000053.1_9	K03406
AFOC01000053.1_11	K02569
AFOC01000053.1_12	K06867
AFOC01000053.1_13	K17230
AFOC01000053.1_14	K17229
AFOC01000053.1_22	K00525
AFOC01000053.1_23	K00526
AFOC01000052.1_3	K01487
AFOC01000052.1_8	K03088
AFOC01000052.1_11	K00261,K00262
AFOC01000052.1_12	K03722
AFOC01000052.1_14	K05365
AFOC01000052.1_15	K05365
AFOC01000052.1_18	K03496
AFOC01000052.1_19	K15352
AFOC01000052.1_20	K09815
AFOC01000052.1_21	K09817
AFOC01000052.1_22	K02075,K09816
AFOC01000052.1_23	K02075,K09816
AFOC01000052.1_24	K09823
AFOC01000051.1_10	K03734
AFOC01000051.1_11	K00640
AFOC01000051.1_12	K13643
AFOC01000051.1_13	K04487
AFOC01000051.1_14	K04487
AFOC01000051.1_15	K04487
AFOC01000051.1_16	K04488
AFOC01000051.1_17	K05997,K13628
AFOC01000051.1_18	K04082
AFOC01000051.1_19	K04044
AFOC01000051.1_20	K04755
AFOC01000051.1_22	K11747
AFOC01000051.1_24	K02621
AFOC01000051.1_25	K03545
AFOC01000051.1_26	K01358
AFOC01000051.1_27	K03544
AFOC01000051.1_28	K01338
AFOC01000050.1_2	K15577
AFOC01000050.1_3	K15578
AFOC01000050.1_9	K01654
AFOC01000050.1_12	K15894
AFOC01000050.1_13	K02397
AFOC01000050.1_14	K02396
AFOC01000050.1_15	K02396
AFOC01000050.1_16	K02395
AFOC01000050.1_17	K02394
AFOC01000050.1_18	K02393
AFOC01000050.1_19	K02392
AFOC01000050.1_20	K02391
AFOC01000050.1_21	K02390
AFOC01000050.1_22	K02389
AFOC01000050.1_23	K02389
AFOC01000050.1_24	K02388
AFOC01000050.1_25	K02387
AFOC01000050.1_26	K02386
AFOC01000050.1_27	K02398
AFOC01000050.1_29	K09931
AFOC01000050.1_32	K08296
AFOC01000050.1_33	K06973
AFOC01000049.1_3	K07010
AFOC01000049.1_5	K03644
AFOC01000049.1_6	K03801
AFOC01000049.1_8	K07258
AFOC01000049.1_9	K03642
AFOC01000049.1_10	K08305
AFOC01000049.1_11	K05837
AFOC01000049.1_12	K05515
AFOC01000049.1_13	K05515
AFOC01000049.1_14	K03571
AFOC01000049.1_15	K03570
AFOC01000049.1_16	K03569
AFOC01000049.1_19	K02435
AFOC01000049.1_20	K02433
AFOC01000049.1_22	K02434
AFOC01000049.1_28	K21029
AFOC01000048.1_2	K02020
AFOC01000048.1_3	K02018
AFOC01000048.1_4	K02017
AFOC01000048.1_6	K01710
AFOC01000048.1_8	K15856
AFOC01000048.1_10	K00563
AFOC01000048.1_11	K03179
AFOC01000048.1_12	K03181
AFOC01000048.1_19	K03655
AFOC01000048.1_20	K03655
AFOC01000048.1_22	K03696
AFOC01000047.1_3	K00031
AFOC01000047.1_4	K01681
AFOC01000047.1_5	K00324
AFOC01000047.1_6	K00325
AFOC01000047.1_7	K00024
AFOC01000047.1_10	K04015
AFOC01000047.1_11	K08358
AFOC01000047.1_12	K08352
AFOC01000046.1_2	K07090
AFOC01000046.1_4	K07740
AFOC01000046.1_6	K08309
AFOC01000046.1_10	K00799
AFOC01000046.1_11	K03673
AFOC01000046.1_13	K07117
AFOC01000046.1_15	K07462
AFOC01000046.1_16	K09889
AFOC01000046.1_18	K01894
AFOC01000046.1_19	K06204
AFOC01000046.1_23	K01915
AFOC01000046.1_26	K07126
AFOC01000045.1_1	K03600
AFOC01000045.1_2	K03599
AFOC01000045.1_3	K00413
AFOC01000045.1_4	K00412
AFOC01000045.1_5	K00411
AFOC01000045.1_7	K04691,K04772
AFOC01000045.1_8	K01768
AFOC01000045.1_11	K01953
AFOC01000045.1_12	K01953
AFOC01000045.1_13	K06076
AFOC01000045.1_14	K00817
AFOC01000045.1_15	K00013
AFOC01000045.1_16	K00765
AFOC01000045.1_17	K00790
AFOC01000045.1_19	K07122
AFOC01000045.1_20	K02067
AFOC01000045.1_21	K02066
AFOC01000045.1_22	K02065
AFOC01000045.1_26	K11473
AFOC01000045.1_27	K06134
AFOC01000045.1_28	K01611
AFOC01000044.1_4	K03406
AFOC01000044.1_6	K02069
AFOC01000044.1_8	K03439
AFOC01000044.1_9	K03149
AFOC01000044.1_10	K03154
AFOC01000044.1_11	K01897
AFOC01000044.1_12	K07289
AFOC01000044.1_13	K03575
AFOC01000044.1_16	K02067
AFOC01000044.1_17	K02003,K02065,K09810,K09812
AFOC01000044.1_19	K02066
AFOC01000044.1_21	K00265
AFOC01000044.1_22	K02687
AFOC01000044.1_23	K01961
AFOC01000044.1_24	K02160
AFOC01000044.1_25	K03786
AFOC01000044.1_27	K04084
AFOC01000044.1_28	K03926
AFOC01000044.1_29	K07113
AFOC01000043.1_3	K01953
AFOC01000043.1_4	K01953
AFOC01000043.1_5	K00174
AFOC01000043.1_6	K00175
AFOC01000043.1_8	K15034
AFOC01000043.1_11	K03455
AFOC01000043.1_12	K03306
AFOC01000043.1_16	K09794
AFOC01000043.1_20	K01895
AFOC01000043.1_21	K02342
AFOC01000043.1_22	K07182
AFOC01000043.1_23	K14393
AFOC01000043.1_24	K14393
AFOC01000042.1_2	K00406
AFOC01000042.1_3	K00407
AFOC01000042.1_4	K00405
AFOC01000042.1_5	K00404
AFOC01000042.1_6	K03087
AFOC01000042.1_8	K06194
AFOC01000042.1_10	K00573
AFOC01000042.1_11	K03787
AFOC01000042.1_13	K06176
AFOC01000042.1_14	K01915
AFOC01000042.1_15	K00991
AFOC01000042.1_16	K05589
AFOC01000042.1_17	K01689
