#Host
FUN000001-T1	K11253
FUN026902-T1	K01019
FUN026909-T1	K00799
FUN026911-T1	K17353
FUN026913-T1	K01908
FUN026914-T1	K07819
FUN026915-T1	K07819
FUN026916-T1	K07819
FUN026920-T1	K01539
FUN026950-T1	K00901
FUN026952-T1	K00901
FUN026972-T1	K01586
FUN026973-T1	K04144
FUN026974-T1	K04144
FUN026977-T1	K09848
FUN026982-T1	K01403
FUN026989-T1	K10461
FUN026990-T1	K01593
FUN026993-T1	K01593
FUN026995-T1	K01593
FUN026996-T1	K01593
FUN027000-T1	K01593
FUN027001-T1	K01593
FUN027004-T1	K22754
FUN027005-T1	K22754
FUN027008-T1	K01446
FUN027017-T1	K24537
FUN027019-T1	K23014
FUN027021-T1	K23014
FUN027028-T1	K05052
FUN027034-T1	K19897
FUN027037-T1	K04393
FUN027038-T1	K04825
FUN027044-T1	K20051
FUN027057-T1	K07203
FUN027060-T1	K07203
FUN027061-T1	K07203
FUN027066-T1	K06825
FUN027067-T1	K08852
FUN027078-T1	K06270
FUN027079-T1	K06270
FUN027084-T1	K13963
FUN027087-T1	K13963
FUN027088-T1	K13963
FUN027089-T1	K13963
FUN027091-T1	K13963
FUN027092-T1	K13963
FUN027099-T1	K10779
FUN027104-T1	K17495
FUN027122-T1	K23624
FUN027133-T1	K22376
FUN027149-T1	K07964
FUN027150-T1	K07964
FUN027152-T1	K18808
FUN027154-T1	K05401
FUN027155-T1	K06839
FUN027165-T1	K13702
FUN027172-T1	K06233
FUN027173-T1	K06233
FUN027192-T1	K08269
FUN027193-T1	K08269
FUN027194-T1	K10645
FUN027200-T1	K10104
FUN027205-T1	K02183
FUN027211-T1	K18263
FUN027216-T1	K08585
FUN027230-T1	K04859
FUN027238-T1	K13526
FUN027246-T1	K04445
FUN027252-T1	K09098
FUN027255-T1	K09098
FUN027256-T1	K23624
FUN027265-T1	K13539
FUN027275-T1	K15156
FUN027279-T1	K01904
FUN027280-T1	K07890
FUN027281-T1	K20278
FUN027282-T1	K14787
FUN027288-T1	K02731
FUN027289-T1	K07375
FUN027290-T1	K02731
FUN027301-T1	K09036
FUN027304-T1	K20412
FUN027305-T1	K20412
FUN027307-T1	K20412
FUN027310-T1	K13449
FUN027317-T1	K24469
FUN027318-T1	K24469
FUN027325-T1	K06238
FUN027332-T1	K06491
FUN027333-T1	K16536
FUN027334-T1	K09381
FUN027337-T1	K08190
FUN027341-T1	K10260
FUN027352-T1	K04662
FUN027355-T1	K05126
FUN027365-T1	K04282
FUN027367-T1	K04422
FUN027368-T1	K15048
FUN027370-T1	K15048
FUN027373-T1	K15048
FUN027374-T1	K15048
FUN027377-T1	K05030
FUN027378-T1	K05030
FUN027379-T1	K05030
FUN027382-T1	K06054
FUN027384-T1	K14710
FUN027392-T1	K22614
FUN027397-T1	K16669
FUN027402-T1	K22614
FUN027404-T1	K14552
FUN027417-T1	K15528
FUN027418-T1	K15528
FUN027424-T1	K18663
FUN027426-T1	K23869
FUN027427-T1	K18663
FUN027444-T1	K18663
FUN027461-T1	K23033
FUN027464-T1	K10172
FUN027481-T1	K12793
FUN027490-T1	K19499
FUN027494-T1	K19499
FUN027497-T1	K10359
FUN027509-T1	K02599
FUN027511-T1	K24469
FUN027513-T1	K11424
FUN027520-T1	K10461
FUN027543-T1	K19599
FUN027544-T1	K05665
FUN027548-T1	K00643
FUN027554-T1	K05636
FUN027557-T1	K00444
FUN027558-T1	K00444
FUN027559-T1	K11418
FUN027564-T1	K04362
FUN027569-T1	K02599
FUN027585-T1	K01446
FUN027591-T1	K13708
FUN027593-T1	K13708
FUN027594-T1	K05860
FUN027595-T1	K05860
FUN027596-T1	K05860
FUN027598-T1	K05860
FUN027610-T1	K14386
FUN027612-T1	K14386
FUN027613-T1	K14386
FUN027614-T1	K14386
FUN027615-T1	K14388
FUN027638-T1	K05030
FUN027639-T1	K02183
FUN027655-T1	K10382
FUN027660-T1	K11997
FUN027669-T1	K15378
FUN027670-T1	K15378
FUN027671-T1	K20412
FUN027674-T1	K06238
FUN027675-T1	K04462
FUN027680-T1	K14810
FUN027681-T1	K08104
FUN027683-T1	K01019
FUN027685-T1	K23500
FUN027687-T1	K05330
FUN027688-T1	K05330
FUN027699-T1	K14343
FUN027701-T1	K14343
FUN027702-T1	K11276
FUN027706-T1	K19998
FUN027711-T1	K06238
FUN027712-T1	K15297
FUN027730-T1	K09331
FUN027731-T1	K09331
FUN027737-T1	K02599
FUN027738-T1	K07293
FUN027743-T1	K21989
FUN027750-T1	K20225
FUN027764-T1	K03768
FUN027770-T1	K23624
FUN027771-T1	K16777
FUN027779-T1	K10644
FUN027788-T1	K09228
FUN027790-T1	K22614
FUN027802-T1	K22544
FUN027805-T1	K12484
FUN027806-T1	K10413
FUN027831-T1	K05694
FUN027848-T1	K24342
FUN027850-T1	K24348
FUN027881-T1	K10461
FUN027882-T1	K10448
FUN027885-T1	K10461
FUN027899-T1	K17044
FUN027900-T1	K12040
FUN027911-T1	K14994
FUN027912-T1	K14994
FUN027914-T1	K23405
FUN027917-T1	K16449
FUN027918-T1	K23405
FUN027921-T1	K04669
FUN027922-T1	K04669
FUN027930-T1	K16889
FUN027931-T1	K16889
FUN027938-T1	K13963
FUN027941-T1	K04134
FUN027946-T1	K24496
FUN027953-T1	K06104
FUN027957-T1	K06104
FUN027959-T1	K15340
FUN027966-T1	K04599
FUN027971-T1	K12026
FUN027979-T1	K04828
FUN027982-T1	K04828
FUN027983-T1	K01019
FUN027985-T1	K01019
FUN027992-T1	K08104
FUN027994-T1	K10521
FUN027995-T1	K10521
FUN027996-T1	K10521
FUN027998-T1	K06460
FUN028007-T1	K09429
FUN028009-T1	K09429
FUN028012-T1	K00939
FUN028016-T1	K13248
FUN028027-T1	K21988
FUN028031-T1	K20407
FUN028032-T1	K04570
FUN028050-T1	K01183
FUN028055-T1	K01710
FUN028058-T1	K06839
FUN028061-T1	K20865
FUN028062-T1	K12800
FUN028070-T1	K09227
FUN028072-T1	K09227
FUN028074-T1	K16669
FUN028080-T1	K21847
FUN028082-T1	K08469
FUN028087-T1	K10461
FUN028114-T1	K18436
FUN028153-T1	K05701
FUN028155-T1	K08621
FUN028158-T1	K21988
FUN028162-T1	K24469
FUN028189-T1	K08104
FUN028191-T1	K00698
FUN028192-T1	K05665
FUN028193-T1	K05667
FUN028201-T1	K12322
FUN028202-T1	K01769
FUN028226-T1	K05312
FUN028234-T1	K06826
FUN028235-T1	K24469
FUN028237-T1	K24469
FUN028240-T1	K14717
FUN028245-T1	K06238
FUN028247-T1	K06238
FUN028251-T1	K06238
FUN028253-T1	K06825
FUN028256-T1	K04944
FUN028261-T1	K08765
FUN028263-T1	K09429
FUN028275-T1	K07378
FUN028277-T1	K00070
FUN028278-T1	K07763
FUN028288-T1	K13526
FUN028307-T1	K15297
FUN028309-T1	K15297
FUN028311-T1	K15297
FUN028322-T1	K05312
FUN028323-T1	K05312
FUN028324-T1	K05312
FUN028326-T1	K05312
FUN028327-T1	K05312
FUN028329-T1	K05312
FUN028330-T1	K05312
FUN028331-T1	K05312
FUN028332-T1	K05312
FUN028365-T1	K02183
FUN028366-T1	K04870
FUN028368-T1	K04307
FUN028369-T1	K20111
FUN028372-T1	K04194
FUN028376-T1	K16469
FUN028387-T1	K13647
FUN028389-T1	K16465
FUN028393-T1	K24688
FUN028406-T1	K01283
FUN028409-T1	K05312
FUN028410-T1	K05312
FUN028412-T1	K05312
FUN028414-T1	K05312
FUN028419-T1	K05312
FUN028420-T1	K05312
FUN028423-T1	K04216
FUN028446-T1	K09228
FUN028447-T1	K09228
FUN028448-T1	K09228
FUN028449-T1	K14972
FUN028473-T1	K10392
FUN028480-T1	K09668
FUN028481-T1	K06756
FUN028482-T1	K06704
FUN028483-T1	K01672
FUN028485-T1	K06704
FUN028499-T1	K04412
FUN028500-T1	K04412
FUN028505-T1	K11668
FUN028506-T1	K22913
FUN028508-T1	K01769
FUN028512-T1	K04249
FUN028514-T1	K04282
FUN028517-T1	K04282
FUN028520-T1	K15436
FUN028522-T1	K06083
FUN028527-T1	K24296
FUN028531-T1	K05605
FUN028539-T1	K23624
FUN028540-T1	K03909
FUN028548-T1	K09341
FUN028557-T1	K04984
FUN028564-T1	K07855
FUN028570-T1	K06115
FUN028582-T1	K07830
FUN028596-T1	K09540
FUN028606-T1	K20051
FUN028608-T1	K13208
FUN028610-T1	K03173
FUN028611-T1	K17635
FUN028613-T1	K01019
FUN028620-T1	K06827
FUN028623-T1	K17257
FUN028628-T1	K14169
FUN028633-T1	K08104
FUN028634-T1	K08104
FUN028638-T1	K04550
FUN028641-T1	K03363
FUN028647-T1	K17233
FUN028658-T1	K04825
FUN028659-T1	K04828
FUN028666-T1	K24286
FUN028667-T1	K04282
FUN028668-T1	K24610
FUN028669-T1	K24610
FUN028670-T1	K24610
FUN028671-T1	K24610
FUN028672-T1	K17256
FUN028673-T1	K24610
FUN028679-T1	K05195
FUN028680-T1	K11529
FUN028683-T1	K08202
FUN028688-T1	K23210
FUN028699-T1	K09640
FUN028700-T1	K01446
FUN028702-T1	K12324
FUN028703-T1	K12323
FUN028709-T1	K11153
FUN028711-T1	K16777
FUN028723-T1	K19289
FUN028724-T1	K19289
FUN028733-T1	K08202
FUN028734-T1	K19721
FUN028752-T1	K09542
FUN028753-T1	K09542
FUN028767-T1	K14209
FUN028781-T1	K16491
FUN028782-T1	K16491
FUN028794-T1	K00727
FUN028808-T1	K14210
FUN028809-T1	K02599
FUN028811-T1	K08585
FUN028812-T1	K05619
FUN028815-T1	K14353
FUN028820-T1	K22016
FUN028831-T1	K17583
FUN028835-T1	K24436
FUN028836-T1	K17341
FUN028837-T1	K10104
FUN028848-T1	K24185
FUN028849-T1	K24185
FUN028866-T1	K24469
FUN028873-T1	K12646
FUN028876-T1	K09103
FUN028890-T1	K01316
FUN028891-T1	K22815
FUN028892-T1	K22815
FUN028901-T1	K11204
FUN028914-T1	K14487
FUN028921-T1	K05643
FUN028923-T1	K05643
FUN028925-T1	K04733
FUN028932-T1	K08043
FUN028933-T1	K06530
FUN028946-T1	K09095
FUN028948-T1	K09095
FUN028950-T1	K17555
FUN028955-T1	K04284
FUN028960-T1	K15309
FUN028962-T1	K15309
FUN028964-T1	K07852
FUN028968-T1	K10901
FUN028972-T1	K06699
FUN028981-T1	K01835
FUN028982-T1	K01835
FUN028992-T1	K23899
FUN028995-T1	K23899
FUN028997-T1	K24610
FUN029004-T1	K06238
FUN029010-T1	K11810
FUN029012-T1	K06776
FUN029013-T1	K04233
FUN029040-T1	K06826
FUN029042-T1	K24469
FUN029064-T1	K18442
FUN029075-T1	K06772
FUN029076-T1	K20051
FUN029077-T1	K01017
FUN029079-T1	K01017
FUN029080-T1	K01017
FUN029082-T1	K18134
FUN029084-T1	K05101
FUN029087-T1	K05101
FUN029091-T1	K10392
FUN029092-T1	K10272
FUN029095-T1	K05313
FUN029121-T1	K17498
FUN029122-T1	K05701
FUN029124-T1	K05701
FUN029126-T1	K21852
FUN029128-T1	K00026
FUN029132-T1	K08187
FUN029133-T1	K08187
FUN029135-T1	K11997
FUN029136-T1	K08187
FUN029140-T1	K06532
FUN029142-T1	K08187
FUN029145-T1	K11461
FUN029152-T1	K19525
FUN029154-T1	K19525
FUN029157-T1	K14572
FUN029158-T1	K14572
FUN029159-T1	K04160
FUN029173-T1	K09408
FUN029174-T1	K09408
FUN029182-T1	K22204
FUN029188-T1	K23424
FUN029191-T1	K06238
FUN029197-T1	K08852
FUN029198-T1	K24032
FUN029212-T1	K01745
FUN029213-T1	K01558
FUN029223-T1	K10406
FUN029224-T1	K10406
FUN029225-T1	K10406
FUN029230-T1	K09228
FUN029241-T1	K01593
FUN029248-T1	K14454
FUN029259-T1	K06252
FUN029266-T1	K06059
FUN029267-T1	K06059
FUN029268-T1	K06059
FUN029275-T1	K00799
FUN029276-T1	K00799
FUN029279-T1	K06238
FUN029290-T1	K04373
FUN029291-T1	K07967
FUN029301-T1	K10902
FUN029304-T1	K10104
FUN029311-T1	K05016
FUN029313-T1	K24469
FUN029316-T1	K08798
FUN029317-T1	K08811
FUN029325-T1	K14445
FUN029336-T1	K14445
FUN029338-T1	K14445
FUN029343-T1	K04135
FUN029344-T1	K04132
FUN029346-T1	K04135
FUN029350-T1	K17391
FUN029356-T1	K22679
FUN029360-T1	K09512
FUN029363-T1	K02599
FUN029368-T1	K01897
FUN029369-T1	K01897
FUN029370-T1	K01897
FUN029371-T1	K02577
FUN029373-T1	K05627
FUN029379-T1	K07928
FUN029396-T1	K08131
FUN029397-T1	K05398
FUN029401-T1	K09209
FUN029406-T1	K11109
FUN029407-T1	K10866
FUN029420-T1	K08852
FUN029422-T1	K03331
FUN029423-T1	K03331
FUN029425-T1	K03331
FUN029427-T1	K17253
FUN029431-T1	K03331
FUN029433-T1	K03331
FUN029434-T1	K03331
FUN029457-T1	K16682
FUN029461-T1	K04534
FUN029480-T1	K01128
FUN029481-T1	K01128
FUN029493-T1	K10100
FUN029496-T1	K04988
FUN029497-T1	K04988
FUN029498-T1	K04988
FUN029501-T1	K06277
FUN029505-T1	K04233
FUN029514-T1	K04988
FUN029515-T1	K22017
FUN029516-T1	K05126
FUN029517-T1	K02677
FUN029520-T1	K02677
FUN029528-T1	K14410
FUN029530-T1	K05643
FUN029536-T1	K00923
FUN029537-T1	K00923
FUN029545-T1	K00923
FUN029546-T1	K01880
FUN029547-T1	K00923
FUN029578-T1	K05286
FUN029580-T1	K04659
FUN029582-T1	K04659
FUN029583-T1	K04659
FUN029584-T1	K04659
FUN029595-T1	K08504
FUN029598-T1	K04828
FUN029603-T1	K00698
FUN029604-T1	K00698
FUN029605-T1	K14358
FUN029617-T1	K15502
FUN029624-T1	K01446
FUN029627-T1	K04194
FUN029628-T1	K18758
FUN029629-T1	K06051
FUN029633-T1	K06051
FUN029634-T1	K07918
FUN029636-T1	K21435
FUN029638-T1	K03006
FUN029640-T1	K02183
FUN029643-T1	K02183
FUN029644-T1	K17294
FUN029649-T1	K09228
FUN029650-T1	K03006
FUN029652-T1	K10104
FUN029660-T1	K09228
FUN029662-T1	K20051
FUN029674-T1	K14716
FUN029675-T1	K05195
FUN029676-T1	K06084
FUN029685-T1	K01769
FUN029686-T1	K12323
FUN029687-T1	K12323
FUN029688-T1	K12323
FUN029710-T1	K10257
FUN029711-T1	K24469
FUN029717-T1	K00485
FUN029718-T1	K12852
FUN029722-T1	K00771
FUN029723-T1	K04988
FUN029728-T1	K08834
FUN029731-T1	K09569
FUN029746-T1	K23573
FUN029747-T1	K17604
FUN029761-T1	K14005
FUN029762-T1	K04097
FUN029763-T1	K04097
FUN029778-T1	K16449
FUN029790-T1	K06238
FUN029809-T1	K11810
FUN029810-T1	K17286
FUN029811-T1	K15074
FUN029817-T1	K09260
FUN029819-T1	K04706
FUN029828-T1	K10645
FUN029830-T1	K04368
FUN029834-T1	K01769
FUN029835-T1	K22872
FUN029837-T1	K04194
FUN029839-T1	K04194
FUN029846-T1	K08035
FUN029847-T1	K08035
FUN029849-T1	K07440
FUN029871-T1	K08558
FUN029876-T1	K14026
FUN029904-T1	K10443
FUN029905-T1	K02737
FUN029907-T1	K11543
FUN029927-T1	K14169
FUN029929-T1	K04859
FUN029948-T1	K14074
FUN029952-T1	K10104
FUN029954-T1	K10104
FUN029956-T1	K07378
FUN029958-T1	K12751
FUN029962-T1	K13194
FUN029963-T1	K13194
FUN029964-T1	K13194
FUN029971-T1	K02365
FUN029979-T1	K23577
FUN029980-T1	K23577
FUN029982-T1	K04134
FUN029997-T1	K09451
FUN030003-T1	K16573
FUN030027-T1	K16537
FUN030028-T1	K20796
FUN030029-T1	K16537
FUN030033-T1	K20051
FUN030040-T1	K20091
FUN030044-T1	K20091
FUN030047-T1	K13297
FUN030057-T1	K14410
FUN030074-T1	K01126
FUN030079-T1	K13539
FUN030082-T1	K04216
FUN030088-T1	K06560
FUN030092-T1	K06560
FUN030094-T1	K09614
FUN030102-T1	K20412
FUN030107-T1	K11703
FUN030112-T1	K03676
FUN030121-T1	K07763
FUN030122-T1	K05120
FUN030123-T1	K05110
FUN030136-T1	K14997
FUN030139-T1	K10305
FUN030140-T1	K20865
FUN030145-T1	K07817
FUN030151-T1	K10605
FUN030158-T1	K23577
FUN030167-T1	K02186
FUN030168-T1	K02186
FUN030171-T1	K14410
FUN030172-T1	K14410
FUN030173-T1	K14410
FUN030187-T1	K01132
FUN030192-T1	K10160
FUN030204-T1	K10160
FUN030206-T1	K12461
FUN030213-T1	K17461
FUN030214-T1	K12735
FUN030216-T1	K09493
FUN030217-T1	K16172
FUN030224-T1	K04930
FUN030225-T1	K02349
FUN030231-T1	K04930
FUN030235-T1	K00681
FUN030239-T1	K05175
FUN030240-T1	K05175
FUN030243-T1	K14611
FUN030244-T1	K02367
FUN030257-T1	K00718
FUN030276-T1	K18274
FUN030281-T1	K13444
FUN030299-T1	K08285
FUN030308-T1	K19750
FUN030311-T1	K24223
FUN030333-T1	K05694
FUN030334-T1	K22656
FUN030336-T1	K20051
FUN030339-T1	K08469
FUN030340-T1	K14464
FUN030343-T1	K17632
FUN030362-T1	K11293
FUN030364-T1	K20072
FUN030365-T1	K20072
FUN030388-T1	K10955
FUN030391-T1	K08653
FUN030392-T1	K18592
FUN030394-T1	K01365
FUN030395-T1	K01365
FUN030411-T1	K14165
FUN030424-T1	K17845
FUN030436-T1	K12047
FUN030437-T1	K12047
FUN030438-T1	K12047
FUN030441-T1	K06258
FUN030442-T1	K06258
FUN030452-T1	K09405
FUN030454-T1	K09405
FUN030456-T1	K01581
FUN030458-T1	K24468
FUN030461-T1	K24468
FUN030463-T1	K09220
FUN030475-T1	K09228
FUN030481-T1	K16506
FUN030496-T1	K06068
FUN030497-T1	K20403
FUN030498-T1	K17675
FUN030513-T1	K08861
FUN030515-T1	K08861
FUN030528-T1	K11801
FUN030534-T1	K16060
FUN030537-T1	K16060
FUN030546-T1	K16060
FUN030549-T1	K02599
FUN030552-T1	K00591
FUN030559-T1	K23705
FUN030562-T1	K23705
FUN030563-T1	K17382
FUN030565-T1	K03174
FUN030585-T1	K04239
FUN030589-T1	K05053
FUN030591-T1	K04194
FUN030597-T1	K04958
FUN030599-T1	K11840
FUN030600-T1	K16547
FUN030601-T1	K22754
FUN030611-T1	K05312
FUN030623-T1	K24404
FUN030631-T1	K19602
FUN030637-T1	K02513
FUN030641-T1	K04217
FUN030642-T1	K23642
FUN030644-T1	K12874
FUN030645-T1	K06593
FUN030657-T1	K01307
FUN030658-T1	K02183
FUN030665-T1	K24342
FUN030668-T1	K11373
FUN030669-T1	K15261
FUN030672-T1	K15261
FUN030675-T1	K09228
FUN030703-T1	K23507
FUN030711-T1	K10478
FUN030713-T1	K07819
FUN030723-T1	K01528
FUN030738-T1	K02360
FUN030739-T1	K23471
FUN030740-T1	K06774
FUN030746-T1	K17492
FUN030751-T1	K04659
FUN030758-T1	K07253
FUN030762-T1	K21894
FUN030764-T1	K04266
FUN030768-T1	K24469
FUN030792-T1	K04936
FUN030793-T1	K24465
FUN030808-T1	K19360
FUN030819-T1	K12041
FUN030822-T1	K20796
FUN030824-T1	K20796
FUN030827-T1	K11810
FUN030830-T1	K13539
FUN030838-T1	K13963
FUN030840-T1	K09228
FUN030849-T1	K08811
FUN030855-T1	K10609
FUN030856-T1	K11810
FUN030862-T1	K08852
FUN030864-T1	K22615
FUN030865-T1	K04955
FUN030866-T1	K04955
FUN030867-T1	K04955
FUN030870-T1	K04955
FUN030872-T1	K04955
FUN030881-T1	K00106
FUN030887-T1	K13748
FUN030888-T1	K10160
FUN030898-T1	K09097
FUN030908-T1	K15043
FUN030930-T1	K05643
FUN030933-T1	K05643
FUN030934-T1	K10382
FUN030936-T1	K04659
FUN030938-T1	K04659
FUN030939-T1	K04659
FUN030940-T1	K04659
FUN030942-T1	K04659
FUN030946-T1	K14349
FUN030963-T1	K09405
FUN030967-T1	K10104
FUN030973-T1	K10104
FUN030980-T1	K04988
FUN030985-T1	K09300
FUN030997-T1	K17675
FUN031002-T1	K05614
FUN031011-T1	K22073
FUN031012-T1	K08186
FUN031015-T1	K06238
FUN031022-T1	K12319
FUN031029-T1	K05312
FUN031035-T1	K05195
FUN031036-T1	K05195
FUN031038-T1	K05195
FUN031046-T1	K07435
FUN031055-T1	K18274
FUN031060-T1	K13866
FUN031061-T1	K01872
FUN031064-T1	K23843
FUN031072-T1	K04358
FUN031078-T1	K12460
FUN031082-T1	K21418
FUN031086-T1	K06238
FUN031100-T1	K05694
FUN031118-T1	K10104
FUN031119-T1	K06051
FUN031122-T1	K10104
FUN031154-T1	K13365
FUN031158-T1	K23624
FUN031168-T1	K08041
FUN031169-T1	K06238
FUN031174-T1	K08190
FUN031175-T1	K10408
FUN031183-T1	K08883
FUN031184-T1	K06176
FUN031189-T1	K17613
FUN031191-T1	K04148
FUN031194-T1	K10643
FUN031195-T1	K13811
FUN031197-T1	K10901
FUN031207-T1	K03347
FUN031213-T1	K10955
FUN031222-T1	K06776
FUN031227-T1	K06237
FUN031233-T1	K05637
FUN031235-T1	K05637
FUN031236-T1	K05637
FUN031237-T1	K23847
FUN031242-T1	K20877
FUN031243-T1	K20877
FUN031245-T1	K23113
FUN031247-T1	K22910
FUN031259-T1	K04606
FUN031266-T1	K22792
FUN031267-T1	K22792
FUN031270-T1	K24436
FUN031277-T1	K08574
FUN031282-T1	K02599
FUN031290-T1	K24485
FUN031301-T1	K17849
FUN031309-T1	K20225
FUN031311-T1	K05701
FUN031324-T1	K04437
FUN031334-T1	K13912
FUN031335-T1	K06776
FUN031336-T1	K06776
FUN031347-T1	K19636
FUN031353-T1	K12259
FUN031357-T1	K20007
FUN031360-T1	K20007
FUN031364-T1	K07371
FUN031365-T1	K07371
FUN031366-T1	K14719
FUN031367-T1	K14719
FUN031371-T1	K10429
FUN031374-T1	K18405
FUN031391-T1	K02599
FUN031396-T1	K04988
FUN031399-T1	K20225
FUN031402-T1	K04988
FUN031403-T1	K04988
FUN031404-T1	K04986
FUN031410-T1	K24517
FUN031414-T1	K07380
FUN031423-T1	K23342
FUN031424-T1	K04988
FUN031429-T1	K23342
FUN031430-T1	K04550
FUN031431-T1	K07203
FUN031435-T1	K01648
FUN031443-T1	K04905
FUN031445-T1	K04905
FUN031447-T1	K08202
FUN031465-T1	K02350
FUN031466-T1	K18152
FUN031477-T1	K18420
FUN031483-T1	K12323
FUN031487-T1	K10955
FUN031488-T1	K10104
FUN031524-T1	K09370
FUN031528-T1	K06776
FUN031529-T1	K06776
FUN031530-T1	K05695
FUN031531-T1	K13297
FUN031543-T1	K04224
FUN031545-T1	K04231
FUN031548-T1	K04231
FUN031551-T1	K04231
FUN031552-T1	K04233
FUN031557-T1	K00599
FUN031562-T1	K00599
FUN031566-T1	K00599
FUN031578-T1	K05480
FUN031581-T1	K05206
FUN031583-T1	K16777
FUN031600-T1	K17388
FUN031602-T1	K17388
FUN031604-T1	K17388
FUN031605-T1	K17388
FUN031631-T1	K15502
FUN031650-T1	K09452
FUN031658-T1	K04462
FUN031671-T1	K05206
FUN031677-T1	K04437
FUN031678-T1	K01872
FUN031689-T1	K14349
FUN031692-T1	K02599
FUN031694-T1	K02599
FUN031699-T1	K01441
FUN031705-T1	K02183
FUN031713-T1	K08376
FUN031714-T1	K04194
FUN031723-T1	K13338
FUN031725-T1	K13338
FUN031729-T1	K12751
FUN031731-T1	K02561
FUN031735-T1	K01019
FUN031737-T1	K03128
FUN031742-T1	K05034
FUN031744-T1	K05034
FUN031745-T1	K05041
FUN031749-T1	K05041
FUN031751-T1	K02178
FUN031754-T1	K06560
FUN031758-T1	K02183
FUN031763-T1	K02183
FUN031764-T1	K01050
FUN031765-T1	K02183
FUN031779-T1	K06532
FUN031783-T1	K06580
FUN031784-T1	K12567
FUN031785-T1	K24436
FUN031788-T1	K16578
FUN031790-T1	K10104
FUN031792-T1	K10104
FUN031797-T1	K02599
FUN031799-T1	K02599
FUN031800-T1	K24469
FUN031810-T1	K08271
FUN031812-T1	K24469
FUN031816-T1	K02599
FUN031817-T1	K19758
FUN031822-T1	K09188
FUN031829-T1	K20478
FUN031833-T1	K14395
FUN031837-T1	K18808
FUN031843-T1	K14210
FUN031849-T1	K15362
FUN031850-T1	K06776
FUN031851-T1	K13297
FUN031853-T1	K13297
FUN031861-T1	K22754
FUN031862-T1	K10447
FUN031863-T1	K01183
FUN031864-T1	K19178
FUN031865-T1	K15216
FUN031872-T1	K00461
FUN031873-T1	K22862
FUN031881-T1	K06839
FUN031882-T1	K05398
FUN031885-T1	K06238
FUN031911-T1	K22754
FUN031928-T1	K19721
FUN031939-T1	K05040
FUN031941-T1	K04988
FUN031950-T1	K02599
FUN031951-T1	K22017
FUN031958-T1	K12385
FUN031960-T1	K12385
FUN031961-T1	K23405
FUN031979-T1	K02599
FUN032004-T1	K20051
FUN032012-T1	K20051
FUN032021-T1	K06497
FUN032027-T1	K08186
FUN032032-T1	K22017
FUN032033-T1	K02599
FUN032034-T1	K02599
FUN032037-T1	K20051
FUN032038-T1	K20051
FUN032061-T1	K23905
FUN032062-T1	K04397
FUN032065-T1	K04397
FUN032069-T1	K04615
FUN032070-T1	K04615
FUN032080-T1	K05312
FUN032092-T1	K09228
FUN032093-T1	K09228
FUN032095-T1	K00010
FUN032099-T1	K12319
FUN032103-T1	K12830
FUN032107-T1	K01872
FUN032108-T1	K01872
FUN032109-T1	K01872
FUN032112-T1	K04194
FUN032115-T1	K11643
FUN032120-T1	K01427
FUN032126-T1	K14386
FUN032127-T1	K14387
FUN032130-T1	K12875
FUN032146-T1	K14073
FUN032149-T1	K10798
FUN032155-T1	K01904
FUN032160-T1	K08789
FUN032161-T1	K22866
FUN032165-T1	K23206
FUN032166-T1	K05658
FUN032170-T1	K05658
FUN032172-T1	K14487
FUN032173-T1	K14487
FUN032176-T1	K04977
FUN032177-T1	K04977
FUN032188-T1	K05658
FUN032192-T1	K20163
FUN032196-T1	K05705
FUN032202-T1	K04239
FUN032204-T1	K04239
FUN032209-T1	K21893
FUN032224-T1	K01446
FUN032237-T1	K13187
FUN032239-T1	K20840
FUN032241-T1	K16477
FUN032256-T1	K18484
FUN032259-T1	K14616
FUN032288-T1	K05312
FUN032289-T1	K05312
FUN032290-T1	K10153
FUN032291-T1	K10153
FUN032300-T1	K05312
FUN032311-T1	K17609
FUN032314-T1	K19584
FUN032335-T1	K22403
FUN032338-T1	K08515
FUN032348-T1	K06776
FUN032350-T1	K05695
FUN032351-T1	K10595
FUN032354-T1	K04319
FUN032356-T1	K17903
FUN032360-T1	K17452
FUN032362-T1	K17452
FUN032371-T1	K22204
FUN032386-T1	K08546
FUN032387-T1	K08546
FUN032390-T1	K08546
FUN032403-T1	K05694
FUN032404-T1	K05030
FUN032405-T1	K17659
FUN032419-T1	K06776
FUN032424-T1	K00819
FUN032425-T1	K00819
FUN032428-T1	K13644
FUN032435-T1	K18080
FUN032441-T1	K19721
FUN032443-T1	K16628
FUN032445-T1	K19721
FUN032449-T1	K19721
FUN032452-T1	K06236
FUN032470-T1	K09057
FUN032487-T1	K17339
FUN032496-T1	K09032
FUN032501-T1	K09032
FUN032503-T1	K09033
FUN032506-T1	K14000
FUN032521-T1	K06704
FUN032525-T1	K19360
FUN032529-T1	K04194
FUN032532-T1	K12373
FUN032546-T1	K23379
FUN032547-T1	K06252
FUN032554-T1	K08202
FUN032560-T1	K22400
FUN032566-T1	K09073
FUN032577-T1	K00940
FUN032583-T1	K10366
FUN032589-T1	K17256
FUN032590-T1	K04978
FUN032591-T1	K09271
FUN032595-T1	K04314
FUN032603-T1	K24523
FUN032614-T1	K01446
FUN032618-T1	K16506
FUN032621-T1	K02599
FUN032632-T1	K23560
FUN032650-T1	K15791
FUN032659-T1	K06086
